Instruction,Input,Output,materi,question_id
Write a Python function which extracts zip codes from a provided string.,"My address is 123 Main St, ZIP 12345","import re

def extract_zip_codes(string):
    zip_codes = re.findall(""(?<=ZIP )\d+"", string)
    return zip_codes

print(extract_zip_codes(""My address is 123 Main St, ZIP 12345""))",Data Type,2095
Create a program in Python which takes a string and finds the number of each English vowels.,sentence = 'Hello World',"def count_vowels(sentence):
    vowels = {'a': 0, 'e': 0, 'i': 0, 'o': 0, 'u': 0}
    for char in sentence.lower():
        if char in vowels:
            vowels[char] += 1
    return vowels

sentence = 'Hello World'  
print(count_vowels(sentence)) # Output = {'a': 0, 'e': 1, 'i': 0, 'o': 2, 'u': 0}",Data Type,2100
"Given a string, write a python program to count the number of words in the string.",This is a test string,"def count_words(string):
    words = string.split("" "")
    num_words = len(words)
    return num_words

result = count_words(""This is a test string"")
print(""Number of words:"", result)",Data Type,2102
Can you generate a Python program that takes a string as input and returns a dictionary with the count of each letter in the string?,"""hello world""","def letter_count(s):
    count = {}
    for c in s:
        if c not in count:
            count[c] = 1
        else:
            count[c] += 1
    return count

s = ""hello world""
count = letter_count(s)
print(count) # {'h': 1, 'e': 1, 'l': 3, 'o': 2, ' ': 1, 'w': 1, 'r': 1, 'd': 1}",Data Type,2108
"Create a string formatting function in Python that takes a first name, last name, and age as parameters.","firstName - ""John""
lastName - ""Doe""
age - 35","def format_name(firstName, lastName, age):
 return f'{lastName}, {firstName} is {age} years old.'

# Usage example
print(format_name('John', 'Doe', 35)) # Output: Doe, John is 35 years old.",Data Type,2122
Optimize the following Python code for counting the number of words in an input string.,"s = ""This is a sample string""","# Count number of words in a string

def count_words(s):
    # remove unnecessary characters
    s = s.replace(',', '').replace('.', '')
    # split string into list of words
    words = s.split(' ')
    # return the length of the list (number of words)
    return len(words)

s = ""This is a sample string""
words_count = count_words(s)
print(words_count)",Data Type,2132
How can we create a function to check if a given string is a palindrome in Python?,No input,"def is_palindrome(s): 
    s = s.lower() 
    return s == s[::-1]",Data Type,2145
"From a Python data type, generate a json string.","person = {
    ""name"": ""John Doe"",
    ""age"": 30,
    ""hobbies"":[""reading"", ""playing chess"", ""hiking""]
}","import json

json_str = json.dumps(person)",Data Type,2146
Can you write a Python script that prints out the number of 'a's found in a text string?,"string = ""abcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabc""","text = ""abcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabc""

count = 0 
for char in text:
    if char == 'a':
        count += 1

print(count)",Data Type,2147
Create a program in Python to calculate the length of a given string without using the len() method.,"string=""Python""","def length(string):
    count = 0
    for char in string:
        count += 1
    return count

string=""Python""

print(length(string))",Data Type,2149
Create a function to generate a random string of fixed length using Python.,length=8,"import random
import string

def generate_random_string(length):
    letters = string.ascii_lowercase
    result_str = ''.join(random.choice(letters) for i in range(length))
     
    return result_str

random_string = generate_random_string(8)
print(random_string) # Outputs 'yezrtsyz'",Data Type,2162
Write a function in Python to count how many words are in the given string.,"""Do not stand at my grave and weep""","def count_words(string):
    words = string.split(' ')
    return len(words)

sentence = ""Do not stand at my grave and weep""
count = count_words(sentence)
print(""The given string has {} words."".format(count))",Data Type,2186
Create a Python script to remove redundant characters in a given string.,"text = ""teeestttingggg""","def remove_redundant(text):
    """"""Remove redundant characters from a given string""""""
    result = """"

    # Iterate over the string
    for c in text:
        # Add the character to the result if it is not already present
        if c not in result:
            result+=c

    return result

# Output
print(remove_redundant(text))",Data Type,2192
"Generate a Python function that takes a string as input and returns True if the string contains a capital letter, otherwise False.",MyString,"def has_capital_letter(input_string):
    for character in input_string:
        if character.isupper():
            return True
    return False",Data Type,2194
Write a python program to convert a given string in valid json format,"str = '{""key1"": ""value1"", ""key2"": ""value2""}'","import json

def str_to_json(json_string):
    # convert the string to dictionary
    json_dict = json.loads(json_string) 
    # convert the dictionary to json
    json_data = json.dumps(json_dict) 
    # return json
    return json_data",Data Type,2198
Develop a function in python to delete all the vowels in a string.,"string = ""B e a u t iful""","def remove_vowels(string):
    vowels = 'aeiou'
    new_string = ''

    for c in string:
        if c.lower() not in vowels:
            new_string += c
    
    return new_string

if __name__ == '__main__':
    string = ""Beau tiful""
    print(remove_vowels(string))",Data Type,2211
Create a python program to check the following string for palindrome,"""madam""","def check_palindrome(string):
  rev_str = string[::-1]
  if rev_str == string:
    return ""The string is a palindrome""
  return ""The string is not a palindrome""

print(check_palindrome(""madam""))",Data Type,2213
Create a Python dictionary that stores the number of occurrences of each character in a string.,"s = ""Hello World!""","def countCharacters(s):
  # Create empty dictionary 
  chars_dict = {}
  
  # Iterate over each character in the string
  for char in s:
    # If the character is not in the dictionary, set the value to 1
    if char not in chars_dict:
      chars_dict[char] = 1
    # Otherwise, increment the value
    else:
      chars_dict[char] += 1
  
  return chars_dict",Data Type,2226
Create a Python program to remove all characters from a given string except for letters and whitespaces,Hello $% World,"def remove_non_letter_characters(s): 
    return """".join(e for e in s if e.isalpha() or e == "" "") 
      
s = 'Hello $% World'
print(remove_non_letter_characters(s))",Data Type,2228
"Create a program in Python that takes two parameters, a string and an integer, and returns the string repeated that many times.","""Hello"", 4","def repeat_string(string, n):
    repeated_string = string * n
    return repeated_string

print(repeat_string(""Hello"", 4))",Data Type,2230
Can you make the following string lowercase using Python?,"""This is a TEST string!""","""""""
Make the given string lowercase using Python
""""""

test_string = ""This is a TEST string!""

lowercase_string = test_string.lower()

print(lowercase_string) # prints ""this is a test string!""",Data Type,2232
"In Python, write a function that takes a string as input and reverses it.","""Hello World!""","def reverseString(text):
    return text[::-1]
 
result = reverseString(""Hello World!"")
print(result)",Data Type,2238
Generate a correct python program to identify a particular character in a string.,Search for the letter 'e' in the given string,"def char_in_string(char, string):
    for c in string:
        if c == char:
            return True
    return False",Data Type,2239
Write a Python program to search for a given string in a list of strings and return the index of the first occurrence of that string.,"List of strings: [""Hello"", ""World"", ""Hello"", ""World""]
Search String: ""World""","def search_string(lst, s):
 for i, item in enumerate(lst):
 if item == s:
 return i
 return -1",Data Type,2241
Write a function in Python that takes in a string and then reverses each word in the string.,"string = ""This is a string""","def reverse_words(s):
  words = s.split()
  reversed_words = [word[::-1] for word in words]
  return ' '.join(reversed_words)

string = ""This is a string""
print(reverse_words(string))
// Output: sihT si a gnirts",Data Type,2242
Create a function in Python to determine whether a given string contains any whitespace character.,"""Hello World""","def hasWhitespace(string):
 for c in string:
  if c.isspace():
   return True
 return False

print(hasWhitespace(""Hello World""))",Data Type,2243
Write a Python program to add two numbers given in string format.,"first number: ""2""
second number: ""3""","def addStringNumbers(num1,num2): 
    return int(num1) + int(num2)",Data Type,2245
Write a Python program to remove all whitespace from a string.,The quick brown fox jumps over the lazy dog,"text_without_whitespace = """".join(text.split())",Data Type,2261
Generate a Python program to search for a particular string in a given dictionary?,"dict = {'a': 'apple', 'b': 'ball', 'c': 'cat'}","def search_string(dict, keyword):
    # iterate through the dictionary
    for key, value in dict.items():
        # check if the keyword is present in the value of the dictionary
        if keyword in value:
            return key
    # if keyword not found in dictionary
    return ""Not found""",Data Type,2265
"Create a Python function to classify a given string as a Positive, Negative, or Neutral sentiment.","""This is an amazing service.""","def classify_sentiment(string):
 if 'positive' in string:
  return 'Positive' 
 elif 'negative' in string:
  return 'Negative' 
 elif 'neutral' in string:
  return 'Neutral'
 else:
  return 'Unknown'

sentiment = classify_sentiment(""This is an amazing service."")
print(sentiment) # Positive",Data Type,2272
"Develop a Python program that takes an array of strings, and returns an object that contains the frequency of each string in the array.","[‘a’, ‘a’, ‘b’, ‘a’, ‘c’, ‘a’]","def count_frequency(arr):
    freq_dict = {}
    for ele in arr: 
        if ele in freq_dict: 
            freq_dict[ele] += 1
        else: 
            freq_dict[ele] = 1
    return freq_dict

arr = ['a', 'a', 'b', 'a', 'c', 'a']
result = count_frequency(arr)

print(result) # Output: {'a': 4, 'b': 1, 'c': 1}",Data Type,2273
Write a Python program to edit the given JSON string using the given selection criteria.,"JSON String: { “name”: “Alice”, “role”: “programmer”, “department”: “engineering” }
Selection Criteria: Change the department of the given JSON string.","import json

json_str = '{ ""name"": ""Alice"", ""role"": ""programmer"", ""department"": ""engineering"" }'

data = json.loads(json_str)

data[""department""] = ""marketing""

json_str = json.dumps(data)

print(json_str)",Data Type,2284
Design a python program to replace every occurrence of a word in a string with another word.,"string = ""Hello hello world!""
word = ""hello""
replacement_word = ""welcome""","def replace_word(string, word, replacement_word):
    return string.replace(word, replacement_word)

print(replace_word(""Hello hello world!"", ""hello"", ""welcome""))",Data Type,2285
"Write a Python program to create a new string from a given string, where the first and last chars have been exchanged.",Hello,"def exchange_first_last(str1):
  str2 = """" 
  str2 = str1[-1] + str1[1:-1] + str1[0]
  return str2

print(exchange_first_last('Hello'))",Data Type,2286
Write a Python program to replace all the vowels in the given string with '_'.,String: Python is a very interesting language,"def replace_vowels(string):
    vowels = [""a"", ""e"", ""i"", ""o"", ""u""]
    res = []
    for letter in string.lower():
        if letter in vowels:
            res.append('_')
        else:
            res.append(letter)
    return ''.join(res)",Data Type,2295
Design a function in Python to find the most repeated character in a string.,"my_string=""Hello world""","def most_repeated_character(my_string):
    counts = Counter(my_string)
    max_char = max(counts, key=counts.get)
    return max_char

print(""Most repeated character:"", most_repeated_character(my_string))",Data Type,2296
"Given a list of strings, write a Python program to sort the strings according to the length of each string.","strings = ['abc', 'def', 'ghi', 'jkl', 'mno']","def sort_strings_by_length(strings):
  return sorted(strings, key=len)",Data Type,2297
Create a Python script to detect if a certain item is in a given list of items. The script should work for any type of item.,"items = [1,2,3,4,5]","def detect_item(items, item):
  if item in items:
    return True
  else:
    return False",Data Type,2312
Construct a function in Python that takes a list of strings and returns the original list with each string replaced by its reverse.,"list = ['hello', 'world', 'example']","def reverse_list(lst):
    return [s[::-1] for s in lst]

print(reverse_list(list))
# Output: ['olleh', 'dlrow', 'elpmaxe']",Data Type,2315
Write Python script to replace all occurrences of a given letter in a string with another.,"String: ""fortnite""
Letter to replace: ""t""
Letter to replace with: ""l""","""""""Write Python script to replace all occurrences of a given letter in a string with another.""""""

# Take a string as an input
string = ""fortnite""

# Replace the target letter with the replacement letter
new_string = string.replace(""t"", ""l"")

# Print the new string
print(new_string)",Data Type,2324
Write a Python script to delete all duplicate characters in a given string,"string = ""mississippi""","def deleteDuplicates(string): 
    result = """"
    for i in string: 
        if i not in result: 
            result = result + i
    return result

print(""The output string is: "", deleteDuplicates(string))",Data Type,2326
Create a function using Python to reverse the order of the characters in each word of a given string,string = “Hello World”,"def reverse_words(string): 
  splitted_words = string.split("" "") 

  reversed_words = [word[::-1] for word in splitted_words] 

  reversed_string = "" "".join(reversed_words) 
 
  return reversed_string 

reverse_words(string)",Data Type,2338
Find the number 10 in a string using a Python regular expression.,"String: ""This string contains the number 10 in it""","re.search(""10"", ""This string contains the number 10 in it"")",Data Type,2339
Create two functions in Python to capitalize and uncapitalize each character of a string.,string = 'hello world',"def capitalize_each_character(string):
  result = ''
  for char in string:
    result += char.capitalize()
  return result

def uncapitalize_each_character(string):
  result = ''
  for char in string:
    result += char.lower()
  return result",Data Type,2345
Create a Python script to reverse a given string.,'Hello World',"def reverse_string(string):
    return string[::-1]

result = reverse_string('Hello World')
print(result)",Data Type,2350
Write a Python program to convert a list of numbers into a string.,"[2, 3, 10]","def list_to_str(lst):
    result = "","".join(map(str, lst))
    return result

result = list_to_str([2, 3, 10])
print(result)",Data Type,2351
Develop a Python program to remove a specific character from a given string.,"string = ""Hello World!"" 
character = 'l'","def remove_char(string, char):
  return string.replace(char, '')",Data Type,2364
Write a script in Python to return the cryptographic hash of a string.,string = 'Welcome to the world of programming!',"import hashlib

def get_hash(string):
    sha1 = hashlib.sha1()
    sha1.update(string.encode('utf-8'))
    return sha1.hexdigest()

print(get_hash(string))",Data Type,2368
"Write a Python program that takes a string and counts the number of occurrences of each letter, and then prints the results.","""Hello World!""","str = ""Hello World!""
chars = list(str)

# initialize counts as empty dictionary
char_counts = {}

for char in chars:
    if char in char_counts:
        char_counts[char] += 1
    else:
        char_counts[char] = 1

# printing result
for char, count in char_counts.items():
    print(""{} : {}"".format(char, count))",Data Type,2374
Generate a list in Python that contains all the words from a source string that start with a certain letter.,"source_string = ""My dog loves to play in the park!""
letter = ""p""","def generate_list(source_string, letter):
  words = source_string.split()
  result = []
  for word in words:
    if word[0].lower() == letter:
      result.append(word)
  return result

print(generate_list(source_string, letter))",Data Type,2382
"Write a python program to convert a time string ""hh:mm:ss"" into total number of seconds","time = ""08:11:15""",time_in_secs = 8 * 3600 + 11 * 60 + 15,Data Type,2402
Write a Python script that counts the characters of a given string.,Hello World,"string = 'Hello world'

count = len(string)

print(""Length of the string is"", count)",Data Type,2404
Create a Python program to check if a string ends with a given substring.,"s = 'Hello World', substring = 'ld'","def endswith(s, substring): 
    return s.endswith(substring) 


s = 'Hello World'
substring = 'ld'
print(endswith(s, substring)) # prints True",Data Type,2406
Create a program in Python which takes a string and an integer as input and prints the string the given number of times.,"String: Hello
Integer: 3","string = ""Hello""
num = 3

for i in range(num):
    print(string)",Data Type,2407
Create a function in Python to calculate the total of all the characters in a given input string.,string: 'Hello World!',"def char_total(string):
total = 0

for char in string:
 total += ord(char)

return total

print(char_total('Hello World!')) 
# Output: 1116",Data Type,2411
Create a feature extraction function in Python to extract data from a json string.,"{""id"":111,""title"":""This is a sample title"",""body"":""This is a sample body text""}","def feature_extraction(input_str):
    import json
    data = json.loads(input_str)

    features = {
        ""id"": data[""id""],
        ""title"": data[""title""],
        ""body_len"": len(data[""body""])
    }

    return features",Data Type,2422
Generate a program in Python that takes two strings and returns a list containing the combined string.,"(""Hello "", ""World!"")","def combine_strings(str1, str2):
 return [str1 + str2]

combined_string = combine_strings(""Hello "", ""World!"")
print(combined_string) # [""Hello World!""]",Data Type,2424
Write a function in Python to display all the words beginning with a given alphabet in a given string.,"str = ""This is a sample sentence""","def all_words_beginning_with(str, alphabet):
  words = str.split()
  result = []
  for word in words:
    if word[0].upper() == alphabet.upper():
      result.append(word)
  
  return result",Data Type,2425
Create a python code to generate a dictionary of char counts for a given string.,"input_string = ""Hello World!""","def char_count_dict(input_string):
    char_dict = {}

    for char in input_string:
        if char in char_dict:
            char_dict[char] += 1
        else:
            char_dict[char] = 1
    
    return char_dict

print(char_count_dict(input_string))",Data Type,2433
Write a python program to convert a list of words into a string delimited by a space separator.,"[""Hello"",""World"",""!""]","words = [""Hello"", ""World"", ""!""]
print(' '.join(words))",Data Type,2435
Generate an efficient Python program to reverse a string.,Hello,"def reverseString(inputString): 
    reversedString = """" 
    for i in inputString: 
        reversedString = i + reversedString 
    return reversedString 
  
print(reverseString(""Hello""))",Data Type,2436
"Write a Python program to find all the words in a string, that begin with a vowel.",This is a sample string,"vowels = ['a', 'e', 'i', 'o', 'u']
words = ""This is a sample string"".split()

for word in words:
 if word[0].lower() in vowels:
 print(word)",Data Type,2469
Create a program in Python to reverse a string using a recursive algorithm.,"string = ""Hello world!""","def reverse_string_recursive(string: str) -> str: 
  if len(string) == 0:
    return string 
  else: 
    return reverse_string_recursive(string[1:]) + string[0]

print(reverse_string_recursive(string)) 
# Output: ""!dlrow olleH""",Data Type,2479
Develop a script in Python to find all numbers in a given string.,This sentence has two numbers: 35 and 347.,"import re

s = ""This sentence has two numbers: 35 and 347.""
numlist = []
for item in re.findall('\d+', s):
    numlist.append(int(item))
    
print(numlist) # prints [35, 347]",Data Type,2480
Generate a valid python program to convert a given string to its title case.,hello world,"def to_title_case(string):
    words = string.split()

    result = []
    for word in words:
        result.append(word.title())

    return ' '.join(result)

title = to_title_case(""hello world"")
print(title)",Data Type,2484
Can you write a code snippet in Python that replaces all occurrences of a specific character in a string?,"string = ""Hello World""
character = ""o""","def replace_all_occurrences(string, character): 
  return string.replace(character, """")",Data Type,2498
Create a Python function that takes a string and returns the longest prefix that is a palindrome.,"The input string is ""abca"".","def longest_prefix_palindrome(s):
  if len(s) <= 1: 
    return s
  
  max_length = 0
  for i in range(1,len(s)): 
    if s[:i] == s[i-1::-1]:
       max_length = i 
  
  return s[:max_length] 

print(longest_prefix_palindrome(""abca""))",Data Type,2506
Generate a Python program that takes a string and capitalizes the first character of each word.,"""this is an example""","def capitalize_string(str):
    words = str.split(' ')
    capitalized_words = [word.capitalize() for word in words]
    return "" "".join(capitalized_words)

capitalized_string = capitalize_string(""this is an example"")
print(capitalized_string)",Data Type,2521
Create a Python function to input a string and then return the number of vowels found in the string.,hello,"def count_vowels(string):
 vowels = [""a"", ""e"", ""i"", ""o"", ""u""]
 count = 0
 for letter in string.lower():
 if letter in vowels:
  count += 1
 return count

output = count_vowels(""Hello"")
print(output)  # output = 2",Data Type,2526
"Create a python function to check if a given string contains a specific substring. The function should loop through the string and find the substring, and return a boolean value indicating if the substring was found or not.","myString = ""Hello World!""
substring = ""World""","def checkIfStringContainsSubstring(myString, substring):
  for i in range(len(myString) - len(substring) + 1):
    if myString[i:i+len(substring)] == substring:
      return True
  return False",Data Type,2559
Write a function in Python to remove all occurrences of a specific character from a string.,"string = ""computer science""
remove_char = ""c""","def remove_char_from_string(string, remove_char):
    new_string = """"
    for char in string:
        if char != remove_char:
            new_string += char
    return new_string

if __name__ == '__main__':
     string = ""computer science""
     remove_char = ""c""
     print(remove_char_from_string(string, remove_char))",Data Type,2560
Create a python program that takes a string and prints the reverse of it.,Hello,"""""""
Create a python program that takes a string and prints the reverse of it
""""""

# Get the input string 
my_string = input('Enter a string: ') 

# Reverse the string 
rev_string = my_string[::-1] 

# Print the reversed string
print(rev_string)",Data Type,2578
Develop a Python program to count the frequency of each word in a given string.,"string = ""This is a string""","def countFreq(str): 
      
    # break the string into words  
    str = str.split("" "")  
      
    # Count each word using Dictionary  
    freq = {} 
    for word in str: 
        if word in freq: 
            freq[word] += 1
        else: 
            freq[word] = 1
    return freq",Data Type,2581
Create a Python script to split a string into an array of substrings based on a given delimiter.,"text = ""one-two-three-four""","def split(text, delimiter):
  substring = []
  temp = """"
   
  for i in text:
    if i != delimiter:
      temp += i
    else:
      substring.append(temp)
      temp = """"
  substring.append(temp)
  
  return substring
    
text = ""one-two-three-four""
print(""Original String: ""+text)

print(""Split String:"",split(text,'-'))",Data Type,2603
Write a Python program that takes in a list of strings and prints out the string with the most characters,"[“Hello”, “World”, “How”, “Are”, “You”]","longest_str = """"
for string in list_of_strings:
    if len(string) > len(longest_str):
        longest_str = string

print(longest_str)",Data Type,2627
Create a function in Python that takes two strings as parameters and returns the string that has the longest length.,"string1=""Python""
string2=""Programming""","def longest_string(string1, string2):
    if len(string1) > len(string2):
        return string1
    else:
        return string2

string1=""Python""
string2=""Programming""

print(longest_string(string1, string2))",Data Type,2631
Compose a program in Python to convert every word of a given string to uppercase letters.,"sentence = ""the quick brown fox jumps over the lazy dog""","def to_uppercase(sentence):
    words = sentence.split(' ')
    new_sentence = []
    for word in words:
        new_sentence.append(word.upper())
    return ' '.join(new_sentence)

if __name__ == '__main__':
    print(to_uppercase(sentence))",Data Type,2634
Generate python code to encode a given string in base64.,string = 'This is a test string.',"def base64_encode(string):
    encoded_string = base64.b64encode(string.encode('utf-8')) 
    return encoded_string.decode('utf-8')",Data Type,2635
Create a Completion function in Python that takes a string and returns a list of strings that match the input string.,string = “th”,"def completion(string):
  results = []
  words = [""the"", ""that"", ""this"", ""those"", ""thing"", ""think"", ""thought""]
  for word in words:
    if len(word) > 2 and word.startswith(string):
      results.append(word)
  return results
  
print(completion(""th"")) # Output: [""those"", ""think"", ""thought""]",Data Type,2644
Create a function to convert a string to a list using Python.,"text = ""This is a sentence.""","def string_to_list(text):
    lst = text.split()
    return lst

text = ""This is a sentence.""
print(string_to_list(text))",Data Type,2650
"Using Python, detect if the given string is a palindrome or not.",madam,"def isPalindrome(s): 
    s = s.lower()
    return s == s[::-1]

string_input = ""madam""
palindrome_status = isPalindrome(string_input)

if palindrome_status:
    print(""The given string is a Palindrome"")
else:
    print(""The given string is not a Palindrome"")",Data Type,2660
Write a Python script to check if the given string is a palindrome.,"string_to_test = ""racecar""","def is_palindrome(string_to_test):
    reverse = reversed(string_to_test)
    if list(string_to_test) == list(reverse):
        return True
    return False",Data Type,2690
Write a Python program to check if a given string is a rotation of another given string.,"str1 = ""waterbottle""
str2 = ""erbottlewat""","def is_rotation(str1, str2):
 if len(str1) != len(str2):
  return False
 
 concat_str2 = str2 * 2
 
 return str1 in concat_str2
 
is_rotation(str1, str2)",Data Type,2695
Write a Python function to edit the given input string such that all consecutive duplicate characters in the string are removed.,"inputstring = ""aabbcccdddd""","def remove_duplicates(inputstring):
    result = """"
    for i in range(len(inputstring)):
        if i == 0 or inputstring[i] != inputstring[i-1]:
            result += inputstring[i]
    return result",Data Type,2714
Create a Python dictionary to store the number of occurrences of each character of the given string.,String = “abracadabra”,str_dict = {i:list(str).count(i) for i in set(str)},Data Type,2748
"Generate a Python function that reverses a given string, and test the function with an input of ""Hello"".","""Hello""","def reverse(string):
    return string[::-1]

print(reverse('Hello')) #prints ""olleH""",Data Type,2754
Create a Python program that takes two strings as input and outputs a single concatenated string.,"""Hello "", ""world!""","def concat_strings(a, b):
    return a + b

result = concat_strings(""Hello "", ""world!"")
print(result)",Data Type,2755
Write a Python program to remove duplicate characters from a given string.,"string = ""Hello World !""","string = ""Hello World !""

result = """" 
for char in string:
    if char not in result: 
        result += char

print(""String after removing duplicate characters:"", result)",Data Type,2758
Write a Python program to detect the largest word in a sentence. The program should take a string as input and return the largest word found in it.,This sentence has seven words.,"def find_largest_word(sentence):
 splits = sentence.split(' ')
 largest_word = """"
 for word in splits:
 if len(word) > len(largest_word):
 largest_word = word
 return largest_word

print(find_largest_word(""This sentence has seven words.""))
# Output: ""sentence""",Data Type,2766
"Create a program in Python which takes an input string, and sorts it alphabetically",Fortnite,"def sort_string(string): 
    return ''.join(sorted(string)) 
  
string = ""Fortnite""
print(sort_string(string))",Data Type,2775
Construct an algorithm in Golang to capitalize all the letters in a given string,"string = ""python""","package main

import (
	""strings""
)

func capitalize(string string) string {
	return strings.ToUpper(string)
}

func main() {
	string := ""python""
	fmt.Println(capitalize(string))
}",Data Type,2781
Create a Python program that takes a string as input and prints all permutations of it in lexicographical order.,ABC,"def permutations(string):
 if len(string) == 0:
 return

 else:
 first_char = string[0]
 remainder = string[1:]
 permutations(remainder)
 for perm in permutations(remainder):
 for i in range(len(perm)+1):
 result = perm[:i] + first_char + perm[i:]
 print(result)

permutations(""ABC"") #run the code

# Output
ABC
ACB
BAC
BCA
CBA
CAB",Data Type,2791
Develop a Python program to remove duplicate characters in a given string.,"""Hello World""","def remove_duplicate(my_string):
    char_seen = []
    for character in my_string:
        if character not in char_seen:
            char_seen.append(character)
    return ''.join(char_seen)

print(remove_duplicate(""Hello World"")) #Helo Wrld",Data Type,2794
Write a Python program to find the most common letter in the given string.,"str = ""hello world""","str = ""hello world""

from collections import Counter

def most_common_letter(str):
    letters_count = Counter(str).most_common()
    return letters_count[0][0]

print(most_common_letter(str))",Data Type,2800
"Edit the following Python program to return true if the following string contains the word ""Hello"".",def check_hello(s):,"def check_hello(s):
    return 'Hello' in s",Data Type,2807
Generate a Python program to split a given string into uppercase and lowercase letters.,"string=""GPTIsForever""","def case_split(string):
    string_list =list(string)
    upper_list = []
    lower_list = []
    
    for i in string_list:
        if i.isupper():
            upper_list.append(i)
        else:
            lower_list.append(i)
    return ''.join(upper_list), ''.join(lower_list)",Data Type,2824
"Given an URL as a string, write a program in Python to find the domain name.","url = ""https://www.google.com""","def get_domain_name(url): 
    return url.split(""/"")[2]

print(get_domain_name(""https://www.google.com""))  # prints www.google.com",Data Type,2827
Create a Python script that takes a given text string and outputs the number of words in the string.,Text string: “I love programming”,"def wordCount(text):
    words = text.split(' ')

    return len(words)

print(wordCount(""I love programming""))  # 3",Data Type,2831
Generate a python program to parse a string and extract the number of vowels.,"Input string: “Hello World!""","def count_vowels(s):
    vowels = [""a"", ""e"", ""i"" , ""o"", ""u""]
    count = 0 
    for character in s.lower():
        if character in vowels:
            count += 1
    print(""Number of vowels :"", count)",Data Type,2859
Write a Python script to parse a given string and construct a dictionary from its content.,"""bio: John Smith, age: 32""","def parse_string(s):
    info = s.split("", "")

    result = {}
    for item in info:
        k, v = item.split("": "")
        result[k] = v

    return result

result = parse_string(""bio: John Smith, age: 32"")
print(result)",Data Type,2867
Write a script in Python to generate a dictionary of words from a given string.,def words_dict(string):,"def words_dict(string):
    """"""This function returns a dictionary with words as keys and their count as values.""""""
    words = string.split()
    word_dict = {}
    
    for word in words:
        if word in word_dict:
            word_dict[word] += 1
        else: 
            word_dict[word] = 1
    
    return word_dict",Data Type,2872
Create a function in Python that takes a string as input and replaces the character at a given index with the character '*'.,"Input string: ""Hello world""
Index: 3","def replace_character(string, index):
    new_string = """"
    for i in range(len(string)):
        if i == index:
            new_string += ""*""
        else:
            new_string += string[i]
    return new_string

print(replace_character(""Hello world"", 3)) # Output: Hel*lo world",Data Type,2881
Convert a string to lowercase using Python.,HELLO WORLD!,"str = ""HELLO WORLD!""
lowerCaseStr = str.lower()
print(lowerCaseStr)",Data Type,2889
Create a Python code to split a given string into an array with all of the individual sentences.,'This is a test string with three sentences!',"def split_sentences(text):
    sentences = []
    start = 0
    for i in range(len(text)):
        if text[i] == '.' or text[i] == '!' or text[i] == '?':
            sentences.append(text[start:i+1])
            start = i+1
    return sentences

split_sentences('This is a test string with three sentences!')",Data Type,2904
Write a function in Python which takes a string as input and returns its reversed version.,"Input string: ""Hello World""","def reverse_string(string): 
  
  # Create an empty string  
  rev_str = """" 
  
  # Iterate over characters of the given string  
  for char in string: 
    # Prepend the character to the beginning of rev_str 
    rev_str = char + rev_str 
  
  return rev_str 
  
# Driver code 
string = ""Hello World""
print(reverse_string(string)) # Output: dlroW olleH",Data Type,2913
Write a Python program to classify the type of an angle based on the measure of the angle.,angle = 180,"def classify_angle(angle):
  if angle == 0:
    return ""Zero angle""
  elif angle > 0 and angle < 90:
    return ""Acute angle""
  elif angle == 90:
    return ""Right angle""
  elif angle > 90 and angle < 180:
    return ""Obtuse angle""
  elif angle == 180:
    return ""Straight angle""

result = classify_angle(angle)",Data Type,2934
Write a code in python to remove given character from a given string.,"given_string = ""Hello world!""
character = ""l""","def remove_char(given_string, character):
    new_string =  given_string.replace(character, """")
    return new_string",Data Type,2955
Identify the data type of the following input and provide a code to convert it to an integer in Python.,"""123""","input_type = type(""123"") # str

converted_int = int(""123"") # 123",Data Type,2958
Create a program to search for a substring in a string and return the starting position of the substring.,"String: ""Python is powerful & fun""
Substring: ""pow""","string = ""Python is powerful & fun""
substring = ""pow""
 
start_pos = string.find(substring)
if start_pos == -1:
    print(""substring not found"")
else:
    print(""substring found at position:"", start_pos)",Data Type,2967
Generate a Python program to search an array of strings and return the string that contains a given substring.,"array = [""apple"", ""banana"", ""pear"", ""kiwi""]
query = ""ana""","def searchArray(array, query):
    results = []
    for string in array:
        if query in string:
            results.append(string)
    return results

array = [""apple"", ""banana"", ""pear"", ""kiwi""]
query = ""ana""

print(searchArray(array, query))",Data Type,2971
Write a function in Python which takes a question string and returns the answer.,What is the capital of China?,"def answer_question(question):
    if question == 'What is the capital of China?':
        return 'Beijing'
    else:
        return 'I don\'t know'",Data Type,2972
Implement a Python program that takes an input string and returns the first character that appears more than once in that string.,"input_string = ""programming""","def find_duplicate_char(input_string):
 char_count = {}
 for char in input_string:
  if char in char_count:
   return char
  else:
   char_count[char] = 1
 return 'No duplicates found'

input_string = ""programming""
print(find_duplicate_char(input_string))

# Output:
# 'r'",Data Type,2980
