Instruction,Input,Output,materi,question_id
Generate a function in Python that finds the max element in a given list.,"[2, 78, 34, 55]","def maxElement(arr):
    return max(arr)

array = [2, 78, 34, 55]

print(maxElement(array)) # 78",Data Structure,2244
Create an optimizer tool in Python to find the maximum of a given set of inputs.,"[5, 10, 15, 20]","def max_optimizer(input_list):
    maximum = max(input_list)
    return maximum",Data Structure,2246
Write a Python function to convert all strings in a list to lower case.,"list = ['Hello', 'FRIENDS', 'WorLd']","def to_lower(arr): 
    return [item.lower() for item in arr] 

result = to_lower(list) 
print(result) 

# output 
['hello', 'friends', 'world']",Data Structure,2247
"Given a list, convert it to a dictionary using Python.","list_1 = [1, 2, 3, 4]","list_1_dict =dict() 
for i in range(len(list_1)): 
    list_1_dict[i] = list_1[i] 
print(list_1_dict)",Data Structure,2250
Add a function to a python program that returns the maximum value in a list of integers.,"arr = [3, 6, 4, 7, 15, 10]","def max_val(arr):
    max_val = 0
    for num in arr:
        if num > max_val:
            max_val = num
    return max_val",Data Structure,2252
Create a Python program to take an array of integers and calculate the sum of squares of all numbers provided in the array.,"[2, 3, 4]","def sum_squares(arr):
    total = 0
    for num in arr:
        total += num ** 2
    return total

arr = [2, 3, 4]

total = sum_squares(arr)
print(total) # 29",Data Structure,2254
Create a function to remove duplicates from an array with Python.,"arr = [1,2,2,3,4,4,5]","def remove_duplicates(arr): 
    result = [] 
    seen = set() 
   
    for item in arr: 
        if item not in seen: 
            seen.add(item) 
            result.append(item) 
    return result",Data Structure,2255
Implement a function in Python that takes a list of integers and a number and returns a list of numbers that have the given number as their sum.,"lst = [1, 2, 3, 4]
num = 4","def find_combos(lst, num):
 result = []
 for i in range(len(lst)):
 for j in range(i+1, len(lst)):
 if lst[i] + lst[j] == num:
 result.append([lst[i], lst[j]])
 return result

print(find_combos([1, 2, 3, 4], 4))

# Output: [[1, 3], [2, 2], [3, 1]]",Data Structure,2256
Create a program in Python that takes in a list of strings and returns the longest common substring between all the strings.,"[""hello"", ""hi"", ""hell""]","def longest_common_substring(strs):
 substr = strs[0]
 for s in strs[1:]:
 i = 0
 while i < min(len(substr), len(s)) and substr[i] == s[i]:
 i += 1
 substr = substr[:i]
 
 return substr

print(longest_common_substring([""hello"", ""hi"", ""hell""])) # Prints ""hell""",Data Structure,2259
Write a Python program to create a list of odd numbers between x and y.,"x = 3, y = 10","# Generate a list of odd numbers between x and y
def odd_numbers(x, y):
  # Initialize an empty list 
  odd_list = [] 
  
  # Loop through the range
  for i in range(x, y): 
    # If the number is odd
    if (i % 2 != 0): 
      odd_list.append(i)
  
  return odd_list 
  
x = 3
y = 10

# Get the list of odd numbers
odd_list = odd_numbers(x, y)

# Print the list
print(odd_list)",Data Structure,2263
Write a python program which will show the number of even numbers in a list.,"[1, 2, 3, 4, 5, 6]","def count_even_numbers(list):
    count = 0
    for num in list:
        if num % 2 == 0:
            count += 1
    return count",Data Structure,2267
Generate a python program to calculate the number of elements in a set.,"{1, 2, 3, 4, 5}","# calculate the number of elements in a set

my_set = {1, 2, 3, 4, 5}
num_elements = len(my_set)

print(""Number of elements in the set:"", num_elements)",Data Structure,2270
Write a Python code for sorting a list of integers in ascending order.,"[5,2,7,3,1]","list=[5,2,7,3,1]
list.sort()
print(list)",Data Structure,2271
"Create a Python script to normalize numerical data. The script should take a list of numbers as an input, and returns a normalized list of numbers.","[1, -2, 7, 5, 2]","import numpy as np

def normalize(data):
 return np.divide(data, np.linalg.norm(data))

data = [1, -2, 7, 5, 2]
print(normalize(data))

# Output
[ 0.1245256  -0.2490512  0.8736233  0.6207616  0.2490512]",Data Structure,2274
Create a program in Python to multiply all numbers in a list by a given number and return the result as a new list.,"multiply [2, 4, 6] by 2","def multiplyListByNumber(list, number):
  return [element*number for element in list]",Data Structure,2275
Design a program using the Python language to calculate the average cost of a given list of items.,"[2.15, 3.35, 6.25, 8.25]","def calculate_average(items):
 sum = 0
 for item in items:
  sum += item
 
 return sum / len(items)

items = [2.15, 3.35, 6.25, 8.25]

average = calculate_average(items)

print(""Average cost: $"" + str(round(average, 2)))",Data Structure,2276
Write a python program to parse a JSON array of objects.,"[""name"":""Bob"",""age"":30,""city"":""New York""],[""name"":""Alice"",""age"":27,""city"":""San Francisco""]","import json
arr = json.loads('[{""name"":""Bob"",""age"":30,""city"":""New York""}, {""name"":""Alice"",""age"":27,""city"":""San Francisco""}]')
for obj in arr:
    print(""Name:"", obj[""name""])
    print(""Age:"", obj[""age""])
    print(""City:"", obj[""city""])
    print()",Data Structure,2278
Create an algorithm in Python that takes a list of strings and returns a list of strings with the duplicates removed.,"[""apple"", ""banana"", ""apple"", ""orange""]","def remove_duplicates(list_of_strings):
  unique_strings = set(list_of_strings)
  return list(unique_strings)",Data Structure,2280
Create a Python package that contains a collection of functions for finding the average value of an array.,"[1,2,3,4,5]","def average(array):
 '''
 Finds the average of all numbers in an array

 Args:
 array (list): List of numbers

 Returns:
 float: The average of all values in the array
 '''

 total = 0
 for value in array:
 total += value

 return total / len(array)",Data Structure,2294
Create a Python script that takes an array with n elements and shuffles it.,n = 10,"import random

def shuffle(lst):
    random.shuffle(lst)
    return lst

arr = [i for i in range(10)]
print(shuffle(arr))",Data Structure,2299
Write a Python program to return a list that contains all the elements of a given list except the given element x.,"[3, 5, 9, 8], x = 5","def removeElement(list, x):
    new_list = []
    for item in list:
        if item != x:
            new_list.append(item)
    return new_list",Data Structure,2301
Write a Python function to sort a list of dictionaries according to a certain key.,"[{'a': 5, 'b': 3}, {'a': 4, 'b': 1}, {'a': 2, 'b': 8}]","def sort_dict_list(dict_list, sort_key):
  return sorted(dict_list, key=lambda k: k[sort_key])",Data Structure,2302
Create a Python program to remove all occurrences of the given element in a given array.,"arr = [2, 4, 5, 7, 4, 2], element = 4","def remove_element(arr, element):
    arr = [x for x in arr if x != element]
    return arr",Data Structure,2303
Generate a python function to convert an array to a dictionary,"['a', 1, 'b', 2, 'c', 3]","def array_to_dict(lst):
    output = {}
    for i in range(0, len(lst), 2):
        output[lst[i]] = lst[i+1]
 
    return output

# main program
my_list = ['a', 1, 'b', 2, 'c', 3]
result = array_to_dict(my_list)
print(result)",Data Structure,2304
Suggest a way to sort a list of integers in python in ascending order.,"[9, 1, 8, 0, 2]","sorted_list = [9, 1, 8, 0, 2].sort()
print(sorted_list)",Data Structure,2305
Suggest a completion for the following Python code snippet that implements a linear search on an array.,"def linear_search(arr, target):
    for i in range(len(arr)):","def linear_search(arr, target):
    for i in range(len(arr)):
        if (arr[i] == target):
            return i
    return -1",Data Structure,2306
"Given an array of numbers, write a program to remove the duplicates from the array.","[1, 2, 2, 3, 4, 4, 5]","def remove_duplicates(arr):
    return list(set(arr)) # using built-in python set()",Data Structure,2310
"Write a Python program to create a set from a given list and calculate its intersection, union and difference with another set.","list1 = [10, 20, 30, 40]
list2 = [30, 40, 50, 60]","# create set from list
set1 = set(list1)
set2 = set(list2)

# calculate set intersection
intersection = set1.intersection(set2)

# calculate set union
union = set1.union(set2)

# calculate set difference
difference = set1.difference(set2)",Data Structure,2313
Develop a Python function to calculate the mean of an array of numbers.,"data = [1, 4, 6]","# Python Function to calculate mean 
def calculateMean(data): 
    sum = 0
    # calculating sum 
    for e in data: 
        sum += e
  
    # calculating mean 
    mean = sum / len(data) 
    return mean
  
# Driver code 
data = [1, 4, 6]
mean = calculateMean(data)
print(""Mean of given data is:"", mean)",Data Structure,2316
Design a class in Python that finds the highest number in a given array of integers.,"[3, 5, 1, 8, 11, 12]","class HighestNumberFinder:
    def __init__(self, array):
        self.array = array
    
    def find_highest_number(self):
        highest_number = self.array[0]
        for number in self.array:
            if (number > highest_number):
                highest_number = number
        return highest_number",Data Structure,2322
Create a function in Python that takes an array and returns the element at the middle index.,"[1, 2, 3, 4, 5]","def returnMiddle(arr):
    if len(arr) % 2 == 0:
        return (arr[int(len(arr) / 2) - 1] + arr[int(len(arr) / 2)])/2
    else:
        return arr[int(len(arr) / 2)]
 print(returnMiddle([1, 2, 3, 4, 5]))",Data Structure,2329
Generate a Python function that takes in a list of words and returns the length of the longest word.,"['Ram', 'Shyam', 'Mohan']","def longest_word_length(words):
   length = 0
   for word in words:
       if len(word) > length:
           length = len(word)
           
   return length",Data Structure,2332
Create a simple algorithm in Python to find the mode of a given array of numbers.,"[1, 2, 2, 3, 5, 6, 7]","def mode(arr):
  dict = {}
  for item in arr:
    if item in dict:
      dict[item] += 1
    else:
      dict[item] = 1
  
  max_val = 0
  max_key = 0
  for key, value in dict.items():
    if value > max_val:
      max_val = value
      max_key = key
  
  return max_key

arr = [1, 2, 2, 3, 5, 6, 7]
print(mode(arr))",Data Structure,2333
Write a Python program to delete the third element of a list.,"list = [1, 2, 3, 4, 5]","def delete_third_element(list): 
    """"""Function to delete the third element of a list"""""" 
    del list[2] 
    return list

#Example:
print(delete_third_element(list))",Data Structure,2341
Create a Python program which will sort the given array of numbers,"[9, 5, 1, 10]","def sortArray(arr): 
    arr.sort() 
    return arr 
  
# Driver code 
arr = [9, 5, 1, 10] 
print(sortArray(arr)) 
# Output: [1, 5, 9, 10]",Data Structure,2342
Sum the integers in a Python list.,"List of integers: [1, 2, 3, 4, 5]","def sumList(list): 
    sum = 0
    for ele in list:
        sum += ele     
    return sum
  
list = [1, 2, 3, 4, 5] 
print(""Sum of the elements in given list is :"", sumList(list))",Data Structure,2347
Create a Python script to return the average of the given list of numbers.,"[10, 15, 20, 25]","def average(numbers):
 total = 0
 for num in numbers:
 total += num
 return total / len(numbers)

average([10, 15, 20, 25])",Data Structure,2348
Design a Python program that takes an array of integers and returns the first element that is divisible by 7.,"[41, 42, 43, 44, 45]","def findFirstDivisibleBy7(arr):
    for i in range(0, len(arr)):
        if arr[i] % 7 == 0:
            return arr[i]
    return -1

arr = [41, 42, 43, 44, 45]
result = findFirstDivisibleBy7(arr)
print(result) # 42",Data Structure,2353
Write a function to reverse the elements of a given array in Python.,"[1, 2, 3, 4, 5]","def reverse_array(arr):
    """"""This function reverses the elements of a given array of numbers
    
    Parameters: 
        arr (list): The list of numbers to reverse.
	
    Returns: The reversed array
    """"""
    return arr[::-1]",Data Structure,2354
Design an algorithm in Python to find the smallest number in a given list.,"[4, 5, 6, 7, 8]","def smallestNumber(nums):
    smallest = nums[0]
    for i in range(1, len(nums)):
        if nums[i] < smallest:
            smallest = nums[i]
    return smallest

nums = [4, 5, 6, 7, 8]
smallestNum = smallestNumber(nums)
print('The smallest number is', smallestNum)",Data Structure,2355
Write a Python program to create a dictionary containing the given list of numbers and their squares as values.,"[1,2,3,4,5]","my_list = [1,2,3,4,5]

squares_dictionary = {}

for x in my_list:
  squares_dictionary[x] = x**2

print(squares_dictionary)",Data Structure,2359
Suggest a python code to get the common elements of a list of lists.,"list_of_lists = [[1,3,5], [3,5,7], [1,2,3]]","def get_common_elements(list_of_lists): 
    commons = []
    for i in range(len(list_of_lists)): 
        commons = list(set(commons).intersection(list_of_lists[i]))
    return commons",Data Structure,2361
Generate a python statements to insert an item at a specific index in a list.,"list = [1, 2, 4, 5]
item = 3
index = 2","list.insert(index, item)",Data Structure,2362
Write a Python program to generate a unique set of random numbers from an existing list of numbers.,"[1, 2, 3, 4, 5, 6, 7]","import random

numbers = [1, 2, 3, 4, 5, 6, 7] 
random_numbers = set()

while len(random_numbers) < 4:
    random_numbers.add(random.choice(numbers))

print(random_numbers)",Data Structure,2366
Design an algorithm in Python that sorts an unordered list of three numbers in increasing order.,"List = [3, 1, 2]","def sort_list(input_list):
    output_list = []
    while input_list:
        smallest = input_list[0]
        for i in input_list:
            if i < smallest:
                smallest = i
        output_list.append(smallest)
        input_list.remove(smallest)
    return output_list",Data Structure,2367
Generate a Python function that sorts a list of numbers using the bubble sort algorithm,"[8,2,11,9,20,7]","def bubbleSort(list): 
	n = len(list) 
	for i in range(n): 
		for j in range(0, n-i-1): 
			if list[j] > list[j+1] : 
				list[j], list[j+1] = list[j+1], list[j] 
	return list

print(bubbleSort([8,2,11,9,20,7]))",Data Structure,2369
Generate code to calculate the distance between two points in an array in Python.,"Two points in an array: [2, 4] and [10, 6]","from math import sqrt

def calcDistance(p1, p2):
    return sqrt( (p2[0] - p1[0])**2 + (p2[1] - p1[1])**2 )

point1 = [2, 4]
point2 = [10, 6]

distance = calcDistance(point1, point2)
print(""Distance between the two points is"", distance)",Data Structure,2372
Generate a Python program to group a list of integers into even and odd numbers.,"[1, 2, 3, 4, 5, 6]","def group_integers(lst):
 evens = []
 odds = []
 for num in lst:
 if (num % 2 == 0):
 evens.append(num)
 else:
 odds.append(num)
 
 return (evens, odds)
 
 lst = [1, 2, 3, 4, 5, 6]
 result = group_integers(lst)
 
 print(""Even numbers:"", result[0])
 print(""Odd numbers:"", result[1])",Data Structure,2375
Write a Python program to iterate through a given list of integers and output the maximum value.,"[1,5,2,3,8,9]","max_value = 0

for value in [1,5,2,3,8,9]:
    if value > max_value:
    max_value = value

print(max_value) # Output: 9",Data Structure,2380
"Construct a python program that takes an array of integers as an argument, and returns the second largest number.","arr = [10, 12, 2, 8, 6, 4]","def second_largest(arr):
  max_first = max(arr[0], arr[1])
  max_second = min(arr[0], arr[1])
  for i in range(2, len(arr)):
    if arr[i] > max_first:
      max_second = max_first
      max_first = arr[i]
    else: 
      if arr[i] > max_second:
        max_second = arr[i]
  return max_second

print(second_largest(arr))",Data Structure,2381
"Given a list of integers, write a Python program to find the maximum value in the array and display its index.","[3, 2, 5, 8, 6]","mylist = [3, 2, 5, 8, 6]

# initialize maximum value and index
maxval = 0
maxindex = 0

# iterate through list
for i, val in enumerate(mylist):
 # check if the current value is greater than the maximum value
 if val > maxval:
  maxval = val
  maxindex = i

# print the result
print('Maximum value:', maxval)
print('Index of maximum value:', maxindex)",Data Structure,2385
Write a function in Python that computes the median of a given array of numbers.,"[2,3,4,5,6,7,8]","def median(arr):
 arr.sort() 
 n = len(arr) 
 if n % 2 != 0: 
 return arr[n//2] 
 else: 
 return (arr[(n-1)//2] + arr[n//2]) / 2

# driver code 
arr = [2,3,4,5,6,7,8] 
print(median(arr))",Data Structure,2388
Write a Python program to generate a table of all possible combinations for a given set of symbols.,"['A', 'B', 'C']","def print_combinations(symbols):
    for idx in range(1 << len(symbols)):
        combination = [symbol for symbol, flag in zip(symbols, bin(idx)[2:]) if flag == ""1""]
        print(combination)

symbols = ['A', 'B', 'C']
print_combinations(symbols)",Data Structure,2389
Write a python program that takes a list of numbers and prints out only the even numbers,"[2, 4, 7, 14, 21]","for num in [2, 4, 7, 14, 21]: 
    if num % 2 == 0: 
        print(num, end = "" "")",Data Structure,2393
Find the maximum value of a 10 element array in Python.,"array = [1, 7, 3, 4, 5, 9, 8, 0, 2, 6]","# Max value in array

def max_val(array):
    max_val = array[0]
    for num in array[1:]:
        if num > max_val:
            max_val = num
    return max_val",Data Structure,2396
Write a Python program to sort a list of tuples by the second element in the tuple.,"tuples = [(""Alice"", 15),(""Bob"", 10),(""Robot"",25)]","def sort_tuples_by_second_element(tuples):
  return sorted(tuples, key=lambda tup: tup[1])",Data Structure,2397
Generate Python code to calculate the Mean Squared Error (MSE) between a given set of predicted values and actual values.,"y_true = [2.2, 3.7, 4.1, 5.7]
y_pred = [1.8, 2.3, 2.9, 5.9]","def calculate_mse(y_true, y_pred):
    mse = 0
    for i in range(len(y_true)):
        mse += (y_true[i] - y_pred[i])**2
    mse = mse / len(y_true)
    return mse

mse=calculate_mse(y_true, y_pred)
print(mse)
# Output: 0.44000000000000006",Data Structure,2399
Update the given Python program to shuffle an array of numbers.,"[1, 2, 3, 4, 5, 6]","import random

def shuffleArray(arr):
    random.shuffle(arr)
    return arr

array = [1, 2, 3, 4, 5, 6]
shuffledArray = shuffleArray(array)
print(shuffledArray)",Data Structure,2400
Create a function in Python to delete all elements from a list which are divisible by 5.,"[1, 10, 15, 20, 25]","def delete_divisible_by_5(my_list):
  new_list = []
  for i in my_list:
    if i % 5 != 0:
      new_list.append(i)
  return new_list

# Test
my_list = [1, 10, 15, 20, 25]

new_list = delete_divisible_by_5(my_list)

print(""List after deletion: "" + str(new_list))",Data Structure,2401
Create a Python program that takes a list of numbers as an input from the user and prints out the number that appears the most in the list.,"1, 1, 2, 3","list_of_numbers = [int(x) for x in input(""Please enter a list of numbers: "").split(',')]

c = collections.Counter(list_of_numbers)

most_common_num = c.most_common(1)[0][0]

print(""The most common number in the list is "" + str(most_common_num))",Data Structure,2403
"Given a list of dictionarys, create a python command to add ""hello"" in front of every value in the list.","[{'string' : 'world'}, {'number' : 5}]","[{'string' : 'hello world'}, {'number' : 'hello 5'}]",Data Structure,2408
Generate a Python program which use to generate an array of length N with random numbers based on the given seed.,"N = 10
Seed = 42","import random

def generate_array_with_random_numbers(n, seed):
 random.seed(seed)
 return [random.randint(0, 100) for _ in range(n)]

n = 10
seed = 42
array = generate_array_with_random_numbers(n, seed)

print(array)
# [19, 25, 44, 36, 33, 20, 72, 15, 85, 37]",Data Structure,2410
Sort a list in Python using the Quick Sort algorithm,"[5, 2, 9, 1, 4, 12]","def quicksort (array) :
    if len(array) <= 1 :
        return array
    else:
        pivot = array[len(array) // 2]
        left = [x for x in array if x < pivot]
        middle = [x for x in array if x == pivot]
        right = [x for x in array if x > pivot]
        return quicksort(left) + middle + quicksort(right)

array = [5, 2, 9, 1, 4, 12]
result = quicksort(array)
print(result)",Data Structure,2413
How can you use Python to calculate the mean value of a given list,"[25, 34, 42]","def mean_value(numbers):
    sum = 0
    for n in numbers:
        sum += n
    return sum / len(numbers)",Data Structure,2416
Create a Python program that takes a list of integers and returns true if the list contains two distinct numbers whose product is even.,"[1, 2, 3, 4]","def has_even_product(numbers):
 for i in range(len(numbers)):
 for j in range(i+1, len(numbers)):
 if numbers[i] * numbers[j] % 2 == 0:
 return True
 return False",Data Structure,2418
Create a Python program to search for an item in a list and return its index.,"[2, 3, 5, 7, 11], target = 5","def linear_search(list, target):
  for index, item in enumerate(list):
    if target == item:
      return index
    return -1

result = linear_search([2, 3, 5, 7, 11], 5)
print(result)",Data Structure,2429
"Using the provided inputs, write a python code that calculates the sum of all the elements in the list.","my_list = [1,2,3,4,5,6]","def calculate_sum(my_list):
    """""" Calculate the sum of all the elements in the list. """"""
    sum = 0
    for elem in my_list:
        sum += elem
    return sum

my_list = [1,2,3,4,5,6]
total_sum = calculate_sum(my_list)
print(""The sum of all elements in the list is: %d"" %total_sum)",Data Structure,2434
Write a Python program to calculate the amount of time for an action to be completed given a set of parameters.,"speed = 100;
distance = 1000;","def calculate_time(speed, distance):
 time = distance / speed 
 return time 

print(calculate_time(100, 1000)) 
# Output: 10.0",Data Structure,2440
Generate an HTML page with an ordered list which displays the top 5 programming languages in descending order.,"Python, Java, JavaScript, C#, C++","<html>
<head>
    <title>Top 5 Programming Languages</title>
</head>
<body>
    <ul>
        <li>Python</li>
        <li>Java</li>
        <li>JavaScript</li>
        <li>C#</li>
        <li>C++</li>
    </ul>
</body>
</html>",Data Structure,2445
Create a Python program to generate random strings using a given character set.,"Character Set: 'abc'
String Length: 5","import random

def generate_random_string(length, char_set):
    random_string = ''
    
    for _ in range(length):
        random_string += random.choice(char_set)
    
    return random_string

char_set = 'abc'
length = 5

print(generate_random_string(length, char_set))",Data Structure,2449
Create a function in Python to perform a linear search on a list of numbers.,"def linear_search(numbers, x):","def linear_search(numbers, x):
    """"""This function will perform a linear search on a list of numbers and return the index of the number if it is present in the list.""""""
    for i in range(len(numbers)):
        if numbers[i] == x:
            return i 
    # if the number is not found
    return -1",Data Structure,2450
Create a Python function that takes an integer n and returns an array of n random numbers between 0 and 9.,10,"def random_array(n):
    import random
    arr = []
    for _ in range(n):
        arr.append(random.randint(0,9))
    return arr
    
arr = random_array(10)
print(arr)",Data Structure,2452
Finish coding a reusable Python function that takes in a list and an argument.,"list = [1, 2, 3, 4, 5]
argument = ""multiply""","def modify_list(list, argument):
    if argument == ""multiply"":
        for i in range(len(list)):
            list[i] = list[i]*list[i]
    elif argument == ""add"":
        for i in range(len(list)):
            list[i] = list[i] + list[i]
    return list",Data Structure,2454
Generate a Python program to output the maximum element in a given array.,"The array is [1, 4, 9, 3, 6, 5]","def findMax(arr):
    max_number = arr[0]
    for i in range(1, len(arr)):
        if arr[i] > max_number:
            max_number = arr[i]
    return max_number

arr = [1, 4, 9, 3, 6, 5]
max_number = findMax(arr)
print(""The maximum element in the array is:"", max_number)",Data Structure,2455
Write a Python program that takes a list and prints out the items after sorting them in descending order.,"['apple', 'banana', 'cherry']","fruit = ['apple', 'banana', 'cherry'] 
fruit.sort(reverse=True)
print(fruit) # ['cherry', 'banana', 'apple']",Data Structure,2458
"Given a list of elements, write a program to shuffle the elements in Python.","myList = [1, 2, 3, 4, 5, 6]","import random 

def shuffle_list(myList): 
  shuffledList = random.sample(myList, len(myList)) 
  return shuffledList

shuffledList = shuffle_list(myList) 

print(""Shuffled List :"", shuffledList) 

# Output: Shuffled List : [2, 6, 4, 5, 3, 1]",Data Structure,2459
Write a code in Python for computing the maximum difference between any two elements in an array.,"Array: [2, 9, 4, 1, 5]","def max_difference(arr): 
  
    max_diff = 0
    for i in range(0, len(arr)): 
        for j in range(i+1, len(arr)): 
            diff = arr[j]-arr[i] 
            if(diff > max_diff): 
                max_diff = diff 
  
    return max_diff 
  
array = [2, 9, 4, 1, 5]
  
print(""Maximum difference ="", max_difference(array))",Data Structure,2461
Construct a code to eliminate all negative numbers from a list using Python.,"[-1, 9, -3, 4, -8]","def remove_negatives(nums):
    new_list = [num for num in nums if num > 0]
    return new_list

my_list = [-1, 9, -3, 4, -8]
filtered_list = remove_negatives(my_list)
print(filtered_list) #[9, 4]",Data Structure,2465
"Modify the following line of code in Python to generate a list of odd numbers in the range [1,n].","[i for i in range (1, 10)]","[i for i in range (1, 10) if i % 2 != 0]",Data Structure,2466
Write a Python program that takes a list of numbers and checks if a given number is present in the list.,"Given list: [12, 45, 37, 13, 4]
Given number: 4","list = [12, 45, 37, 13, 4]
x = 4

if x in list:
 print(""Given number is present in the list"") 
else: 
 print(""Given number is not present in the list"")",Data Structure,2472
Design a program in Python that uses a loop to iterate through the items in a list.,"items = [1, 2, 3, 4, 5]","def loop_through_list(items):
    """"""Iterates through a list of items and prints each one""""""
    for item in items:
        print(item)",Data Structure,2475
"Create a Python program to calculate the sum of two numbers, given their positions in a given list.","[1, 4, 5, 8, 9], positions = 3, 5","def sum_positions(numbers, pos1, pos2):
 sum = numbers[pos1] + numbers[pos2]
 return sum

numbers = [1, 4, 5, 8, 9]
positions = (3, 5)
print(sum_positions(numbers, positions[0], positions[1]))",Data Structure,2476
Write a python script to calculate the standard deviation of a given list of numbers,"numbers = [1, 2, 3, 4, 5]","import numpy as np

def calculate_standard_deviation(arr):
    return np.std(arr)

print(calculate_standard_deviation(numbers)) # Prints 1.4142135623730951",Data Structure,2490
Create a for loop in Python to iterate through a given list of numbers and find the sum.,"[11, 12 , 15, 20, 56]","nums = [11, 12, 15, 20, 56]

total = 0
for num in nums:
    total += num
 
print(total) # 110",Data Structure,2491
Sort an array in ascending order using Python.,"8, 16, 7, 15, 1","def myFunc(arr): 
    arr.sort()
    return arr
  
arr = [8, 16, 7, 15, 1]
x = myFunc(arr)
print(x)",Data Structure,2493
Design a function in Python that takes a list and removes the duplicates from it.,"list = [1, 2, 3, 4, 3, 2]","def remove_duplicates(my_list):
  my_list = list(dict.fromkeys(my_list))
  return my_list
  
list = [1, 2, 3, 4, 3, 2]

unique_list = remove_duplicates(list)

print(unique_list) # [1, 2, 3, 4]",Data Structure,2494
Write a function in Python that sorts a given list of strings in alphabetical order case insensitive.,"input_list = [""BANANA"", ""apple"", "" Orange "", ""GRAPES""]","def sort_strings_case_insensitive(input_list):
  return sorted([string.strip().lower() for string in input_list])",Data Structure,2495
Write a Python function to sort the following list of numbers with bubble sort algorithm.,"[5, 4, 3, 2, 1]","def bubble_sort(list): 
    n = len(list)  
    for i in range(n-1): 
        for j in range(0, n-i-1): 
            if list[j] > list[j+1] : 
                list[j], list[j+1] = list[j+1], list[j]
    return list
  
# Sample list 
list = [5, 4, 3, 2, 1]
  
# Function Call 
bubble_sort(list)",Data Structure,2496
Create a python program that counts the words in a list of sentences.,"sentences = ['This is a sentence', 'This is another sentence', 'And yet another sentence.']","def count_words(sentences):
    count = 0
    for sentence in sentences:
        words = sentence.split()
        count += len(words)
    return count",Data Structure,2497
Create a Python program for sorting a list of numbers in increasing order.,"[3, 1, 8, 5, 7]","def sort_list(list):
 for _ in range(len(list)):
 for j in range(len(list)-1):
 if list[j] > list[j+1]:
 list[j], list[j+1] = list[j+1], list[j]
 return list

# Testing the function
example_list = [3, 1, 8, 5, 7]
sorted_list = sort_list(example_list)

print(sorted_list)
# Output: [1, 3, 5, 7, 8]",Data Structure,2499
Develop a Python program to convert a list into a dictionary.,"List of colors: [""red"", ""green"", ""blue""],","colors = [""red"", ""green"", ""blue""]

color_dictionary = {i : colors[i] for i in range(len(colors))} 

print(color_dictionary)",Data Structure,2500
Generate a Python program to delete the element at a given index from the given array.,"[1,2,3,4,5], index=3","def delete_element_at_index(arr, index):
    if index >= len(arr):
        raise Exception('index out of range')
    
    # Delete the element at the index
    del arr[index]

# Example array and index
my_arr = [1,2,3,4,5];
index = 3;

# Call the function
delete_element_at_index(my_arr, index)

# Print the array
print(my_arr)",Data Structure,2501
Generate an algorithm in Python to rotate an array of size 'n' by 'd' elements.,"[1, 2, 3, 4, 5], d=2","def rotate(arr, d):
    for _ in range(d):
        temp = arr[0]
        for i in range(len(arr)-1):
            arr[i] = arr[i+1]
        arr[len(arr)-1] = temp

    return arr

arr = [1, 2, 3, 4, 5]
d = 2

rotated_arr = rotate(arr, d)
print(rotated_arr) # [3, 4, 5, 1, 2]",Data Structure,2502
Make a prediction model in Python and classify a given set of data into two different categories,"Data: 
[1, 2, 3, 4, 5]

Category 1: Even
Category 2: Odd","def predict_model(arr):
    labels = []
    for num in arr:
        if num % 2 == 0:
            labels.append('Even')
        else:
            labels.append('Odd')
    return labels

result = predict_model([1, 2, 3, 4, 5])
print(result)",Data Structure,2505
Edit the following Python code to sort a list of numbers in reversed order.,"numbers = [15, 2, 5, 12, 8]",numbers.sort(reverse=True),Data Structure,2507
Design a Python program to record data from a given list of dictionaries.,"[{'name':'John', 'age':25, 'team':'A'}, {'name':'Mark', 'age':30, 'team':'B'}]","data = [
    {'name': 'John', 'age': 25, 'team': 'A'}, 
    {'name': 'Mark', 'age': 30, 'team': 'B'}
]

records = []
for item in data:
    record = {}
    for key, value in item.items():
        record[key] = value
    records.append(record)

print(records)",Data Structure,2509
Create a program in Python to delete all the elements from the list which have a value greater than a given number.,"list = [1, 5, 6, 8, 9, 10], num = 7","def removeGreaterNum(list, num): 
  
    return [x for x in list if x < num] 
      
list = [1, 5, 6, 8, 9, 10] 
num = 7
print(removeGreaterNum(list, num))",Data Structure,2511
Design a program in Python to delete all the odd numbers from an array.,"[1, 2, 3, 4, 5, 6]","def delete_odd_numbers(arr):
  new_arr = []
  for i in arr:
    if i % 2 != 0:
      continue
    else:
      new_arr.append(i)
  return new_arr

arr = [1, 2, 3, 4, 5, 6]
print(delete_odd_numbers(arr))",Data Structure,2513
Write a Python script to generate all the possible words for a given set of characters.,"""abc""","import itertools

characters = 'abc'
words = [''.join(word) for word in itertools.product(characters, repeat=3)]

print (words)

# output: ['aaa', 'aab', 'aac', 'aba', 'abb', 'abc', 'aca', 'acb', 'acc', 'baa', 'bab', 'bac', 'bba', 'bbb', 'bbc', 'bca', 'bcb', 'bcc', 'caa', 'cab', 'cac', 'cba', 'cbb', 'cbc', 'cca', 'ccb', 'ccc']",Data Structure,2516
