Instruction,Input,Output,materi,question_id,Template,correct_answer
Construct a code snippet in Python to eliminate all the negative numbers in a given list.,"list = [-3, -2, 0, 4, 5]","list = [-3, -2, 0, 4, 5]

list = [x for x in list if x >= 0] 

print(list)",Data Structure,1985,"list = [-3, -2, 0, 4, 5]

list = [x for x in list ___ x >= 0] 

print(list)",if
Create a program in Python that shuffles an array of numbers.,"[1, 5, 8, 11, 3]","import random

# Create an array
arr = [1, 5, 8, 11, 3]

# Function to shuffle an array
def shuffle_array(arr):
    random.shuffle(arr)
    return arr

# Shuffle the array and print the result
print(shuffle_array(arr))",Data Structure,2014,"import random

# Create an array ___ = [1, 5, 8, 11, 3]

# Function to shuffle an array
def shuffle_array(arr):
    random.shuffle(arr)
    return arr

# Shuffle the array and print the result
print(shuffle_array(arr))",arr
Construct a python program to flatten a nested list recursively.,"list = [[1,2,3], [4,5], [6]]","# Defining a function to flatten a nested list
def flatten(list):
    flatlist = []
    for item in list:
        if isinstance(item, list):
            flatlist.extend(flatten(item))
        else:
            flatlist.append(item)
    return flatlist

# Testing the flatten function
list = [[1,2,3], [4,5], [6]]
print(flatten(list)) # [1, 2, 3, 4, 5, 6]",Data Structure,2020,"# Defining a function to flatten a nested list ___ flatten(list):
    flatlist = []
    for item in list:
        if isinstance(item, list):
            flatlist.extend(flatten(item))
        else:
            flatlist.append(item)
    return flatlist

# Testing the flatten function
list = [[1,2,3], [4,5], [6]]
print(flatten(list)) # [1, 2, 3, 4, 5, 6]",def
Suggest a function to remove elements of an array that are greater than a given limit,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","# Python program to remove elements of an array that are greater than a given limit

def remove_above_limit(arr, limit):
    new_arr = [x for x in arr if x <= limit]
    return new_arr",Data Structure,2024,"# Python program to remove ___ of an array that are greater than a given limit

def remove_above_limit(arr, limit):
    new_arr = [x for x in arr if x <= limit]
    return new_arr",elements
Create a Python function that sorts the numbers in a given list in ascending order.,"[8,3,5,2,9,7]","def sort_list(list):
    list.sort()
    return list

if __name__ == ""__main__"":
    l = [8,3,5,2,9,7]
    print(sort_list(l))",Data Structure,2074,"def sort_list(list):
    list.sort()
    return list ___ __name__ == ""__main__"":
    l = [8,3,5,2,9,7]
    print(sort_list(l))",if
Create a Python script to implement a linear search for a given list of numbers.,"numbers_list = [1, 4, 5, 6, 7, 8 , 10]
number = 6","def linear_search(numbers_list, number):
    """"""Implements a linear search for a given list of numbers and returns the index of the number if exists""""""
    
    for index, element in enumerate(numbers_list):
        if element == number:
            return index
    return -1",Data Structure,2105,"def linear_search(numbers_list, number):
    """"""Implements a linear search for a given list ___ numbers and returns the index of the number if exists""""""
    
    for index, element in enumerate(numbers_list):
        if element == number:
            return index
    return -1",of
Give a Python function that shuffles the elements of a given list.,"[1, 2, 3, 4, 5]","import random

def shuffle(list):
    random.shuffle(list)
    return list

list = [1, 2, 3, 4, 5]
shuffledList = shuffle(list)

print(shuffledList)",Data Structure,2133,"import random

def shuffle(list):
    random.shuffle(list)
    return list ___ = [1, 2, 3, 4, 5]
shuffledList = shuffle(list)

print(shuffledList)",list
Create a Python script to generate all the combinations of a given list of integers.,"[1, 2, 3]","def generate_combinations(input_list):
    import itertools
    comb_list = []
    # Get all possible combinations of the list
    for subset in itertools.combinations(input_list,
                                       len(input_list)):
        comb_list.append(subset)
    return comb_list",Data Structure,2142,"def generate_combinations(input_list):
    import itertools
    comb_list = []
    # Get all possible combinations of the list ___ subset in itertools.combinations(input_list,
                                       len(input_list)):
        comb_list.append(subset)
    return comb_list",for
Write a Python program to edit an array of strings to filter out all the strings that do not contain the given substring.,"array = [""stack"", ""overflow"", ""coding"", ""challenge""]
substring = ""stack""","# Filtering out the strings that don't contain the substring
filtered_array = [s for s in array if substring in s]

print(filtered_array)",Data Structure,2143,"# Filtering out the strings that don't contain the substring
filtered_array = [s for s in array ___ substring in s]

print(filtered_array)",if
Create an algorithm in Python that finds all subsets of a given set.,"S = {a, b, c, d}","def subsets(S):
	""Return all subsets of set S.""
	if len(S) == 0:
		return [[]]  # list of the empty set
	T = subsets(S[1:])  # recur on S[1:]
	return T + [s + [S[0]] for s in T]  # add S[0] to front of each set in T

# Sample use
S = ['a', 'b', 'c', 'd']
print(subsets(S))",Data Structure,2171,"def subsets(S):
	""Return all subsets of set ___.""
	if len(S) == 0:
		return [[]]  # list of the empty set
	T = subsets(S[1:])  # recur on S[1:]
	return T + [s + [S[0]] for s in T]  # add S[0] to front of each set in T

# Sample use
S = ['a', 'b', 'c', 'd']
print(subsets(S))",S
Generate a Python program to remove all occurrences of the character 'x' from a list,No Input,"def remove_x(lst):
    """"""
    Function to remove all occurrences of a character 'x' from a list.

    Args:
        lst (list): The list to process.

    Returns:
        A list with all occurrences of the character 'x' removed.
    """"""
    
    return [item for item in lst if item != 'x']",Data Structure,2185,"def remove_x(lst):
    """"""
    Function to remove ___ occurrences of a character 'x' from a list.

    Args:
        lst (list): The list to process.

    Returns:
        A list with all occurrences of the character 'x' removed.
    """"""
    
    return [item for item in lst if item != 'x']",all
Write a Python program to calculate the total sum of a given list of numbers,"[1,2,3,4,5]","""""""
Calculate the total sum of a given list of numbers using Python
""""""

# Function to calculate the total sum of a given list of numbers
def get_total_sum(num_list):
    total = 0
    
    for num in num_list:
        total += num

    return total

if __name__ == '__main__':
    num_list = [1,2,3,4,5]
    total_sum = get_total_sum(num_list)
    print(total_sum)",Data Structure,2196,"""""""
Calculate the total sum of a given list ___ numbers using Python
""""""

# Function to calculate the total sum of a given list of numbers
def get_total_sum(num_list):
    total = 0
    
    for num in num_list:
        total += num

    return total

if __name__ == '__main__':
    num_list = [1,2,3,4,5]
    total_sum = get_total_sum(num_list)
    print(total_sum)",of
Create a Python program to remove all duplicate elements from a list and preserving the original order.,"[1, 3, 3, 5, 5, 7]","# Program to remove duplicate elements

def remove_duplicates(nums):
 new_list = []
 for num in nums:
 if num not in new_list:
 new_list.append(num)
 
return new_list

# Main program
nums = [1, 3, 3, 5, 5, 7]
dedup_nums = remove_duplicates(nums)
print(dedup_nums) # [1, 3, 5, 7]",Data Structure,2210,"# Program to remove ___ elements

def remove_duplicates(nums):
 new_list = []
 for num in nums:
 if num not in new_list:
 new_list.append(num)
 
return new_list

# Main program
nums = [1, 3, 3, 5, 5, 7]
dedup_nums = remove_duplicates(nums)
print(dedup_nums) # [1, 3, 5, 7]",duplicate
Generate a Python function to classify the given list of numbers into two subgroups (positives and negatives).,"list = [4, 5, -2, -7, 5]","def classify_numbers(list):
    '''This function will classify the list of numbers into positives and negatives'''

    positives = []
    negatives = []

    for n in list:
        if n >= 0:
            positives.append(n)
        else:
            negatives.append(n)

    return positives, negatives",Data Structure,2218,"def classify_numbers(list):
    '''This function will classify the list ___ numbers into positives and negatives'''

    positives = []
    negatives = []

    for n in list:
        if n >= 0:
            positives.append(n)
        else:
            negatives.append(n)

    return positives, negatives",of
Write a Python program to create a list of odd numbers between x and y.,"x = 3, y = 10","# Generate a list of odd numbers between x and y
def odd_numbers(x, y):
  # Initialize an empty list 
  odd_list = [] 
  
  # Loop through the range
  for i in range(x, y): 
    # If the number is odd
    if (i % 2 != 0): 
      odd_list.append(i)
  
  return odd_list 
  
x = 3
y = 10

# Get the list of odd numbers
odd_list = odd_numbers(x, y)

# Print the list
print(odd_list)",Data Structure,2263,"# Generate a list ___ odd numbers between x and y
def odd_numbers(x, y):
  # Initialize an empty list 
  odd_list = [] 
  
  # Loop through the range
  for i in range(x, y): 
    # If the number is odd
    if (i % 2 != 0): 
      odd_list.append(i)
  
  return odd_list 
  
x = 3
y = 10

# Get the list of odd numbers
odd_list = odd_numbers(x, y)

# Print the list
print(odd_list)",of
Generate a python program to calculate the number of elements in a set.,"{1, 2, 3, 4, 5}","# calculate the number of elements in a set

my_set = {1, 2, 3, 4, 5}
num_elements = len(my_set)

print(""Number of elements in the set:"", num_elements)",Data Structure,2270,"# calculate the number of elements in a set ___ = {1, 2, 3, 4, 5}
num_elements = len(my_set)

print(""Number of elements in the set:"", num_elements)",my_set
Create a Python package that contains a collection of functions for finding the average value of an array.,"[1,2,3,4,5]","def average(array):
 '''
 Finds the average of all numbers in an array

 Args:
 array (list): List of numbers

 Returns:
 float: The average of all values in the array
 '''

 total = 0
 for value in array:
 total += value

 return total / len(array)",Data Structure,2294,"def average(array):
 '''
 Finds the average of all numbers in an array ___:
 array (list): List of numbers

 Returns:
 float: The average of all values in the array
 '''

 total = 0
 for value in array:
 total += value

 return total / len(array)",Args
"Write a Python program to create a set from a given list and calculate its intersection, union and difference with another set.","list1 = [10, 20, 30, 40]
list2 = [30, 40, 50, 60]","# create set from list
set1 = set(list1)
set2 = set(list2)

# calculate set intersection
intersection = set1.intersection(set2)

# calculate set union
union = set1.union(set2)

# calculate set difference
difference = set1.difference(set2)",Data Structure,2313,"# create set ___ list
set1 = set(list1)
set2 = set(list2)

# calculate set intersection
intersection = set1.intersection(set2)

# calculate set union
union = set1.union(set2)

# calculate set difference
difference = set1.difference(set2)",from
Design a class in Python that finds the highest number in a given array of integers.,"[3, 5, 1, 8, 11, 12]","class HighestNumberFinder:
    def __init__(self, array):
        self.array = array
    
    def find_highest_number(self):
        highest_number = self.array[0]
        for number in self.array:
            if (number > highest_number):
                highest_number = number
        return highest_number",Data Structure,2322,"class HighestNumberFinder:
    def __init__(self, array):
        self.array = array ___ find_highest_number(self):
        highest_number = self.array[0]
        for number in self.array:
            if (number > highest_number):
                highest_number = number
        return highest_number",def
Write a Python program to delete the third element of a list.,"list = [1, 2, 3, 4, 5]","def delete_third_element(list): 
    """"""Function to delete the third element of a list"""""" 
    del list[2] 
    return list

#Example:
print(delete_third_element(list))",Data Structure,2341,"def delete_third_element(list): 
    """"""Function to delete the third element of a list"""""" 
    del ___[2] 
    return list

#Example:
print(delete_third_element(list))",list
Sum the integers in a Python list.,"List of integers: [1, 2, 3, 4, 5]","def sumList(list): 
    sum = 0
    for ele in list:
        sum += ele     
    return sum
  
list = [1, 2, 3, 4, 5] 
print(""Sum of the elements in given list is :"", sumList(list))",Data Structure,2347,"def sumList(list): 
    sum = 0
    for ele in list:
        sum += ele     
    return sum
  
list = [1, 2, 3, 4, 5] 
print(""Sum of the elements in given list ___ :"", sumList(list))",is
Write a function to reverse the elements of a given array in Python.,"[1, 2, 3, 4, 5]","def reverse_array(arr):
    """"""This function reverses the elements of a given array of numbers
    
    Parameters: 
        arr (list): The list of numbers to reverse.
	
    Returns: The reversed array
    """"""
    return arr[::-1]",Data Structure,2354,"def reverse_array(arr):
    """"""This function reverses the elements of a given array ___ numbers
    
    Parameters: 
        arr (list): The list of numbers to reverse.
	
    Returns: The reversed array
    """"""
    return arr[::-1]",of
Generate a Python function that sorts a list of numbers using the bubble sort algorithm,"[8,2,11,9,20,7]","def bubbleSort(list): 
	n = len(list) 
	for i in range(n): 
		for j in range(0, n-i-1): 
			if list[j] > list[j+1] : 
				list[j], list[j+1] = list[j+1], list[j] 
	return list

print(bubbleSort([8,2,11,9,20,7]))",Data Structure,2369,"def bubbleSort(list): 
	n = len(list) 
	for i in range(n): 
		for j in range(0, n-i-1): 
			if list[j] > list[j+1] : 
				list[j], list[j+1] = list[j+1], list[j] 
	return list ___(bubbleSort([8,2,11,9,20,7]))",print
"Given a list of integers, write a Python program to find the maximum value in the array and display its index.","[3, 2, 5, 8, 6]","mylist = [3, 2, 5, 8, 6]

# initialize maximum value and index
maxval = 0
maxindex = 0

# iterate through list
for i, val in enumerate(mylist):
 # check if the current value is greater than the maximum value
 if val > maxval:
  maxval = val
  maxindex = i

# print the result
print('Maximum value:', maxval)
print('Index of maximum value:', maxindex)",Data Structure,2385,"mylist = [3, 2, 5, 8, 6]

# initialize maximum value and index
maxval = 0
maxindex = 0

# iterate through list ___ i, val in enumerate(mylist):
 # check if the current value is greater than the maximum value
 if val > maxval:
  maxval = val
  maxindex = i

# print the result
print('Maximum value:', maxval)
print('Index of maximum value:', maxindex)",for
Find the maximum value of a 10 element array in Python.,"array = [1, 7, 3, 4, 5, 9, 8, 0, 2, 6]","# Max value in array

def max_val(array):
    max_val = array[0]
    for num in array[1:]:
        if num > max_val:
            max_val = num
    return max_val",Data Structure,2396,"# Max value in array ___ max_val(array):
    max_val = array[0]
    for num in array[1:]:
        if num > max_val:
            max_val = num
    return max_val",def
Create a Python program that takes a list of numbers as an input from the user and prints out the number that appears the most in the list.,"1, 1, 2, 3","list_of_numbers = [int(x) for x in input(""Please enter a list of numbers: "").split(',')]

c = collections.Counter(list_of_numbers)

most_common_num = c.most_common(1)[0][0]

print(""The most common number in the list is "" + str(most_common_num))",Data Structure,2403,"list_of_numbers = [int(x) for x in input(""Please enter a list ___ numbers: "").split(',')]

c = collections.Counter(list_of_numbers)

most_common_num = c.most_common(1)[0][0]

print(""The most common number in the list is "" + str(most_common_num))",of
Sort a list in Python using the Quick Sort algorithm,"[5, 2, 9, 1, 4, 12]","def quicksort (array) :
    if len(array) <= 1 :
        return array
    else:
        pivot = array[len(array) // 2]
        left = [x for x in array if x < pivot]
        middle = [x for x in array if x == pivot]
        right = [x for x in array if x > pivot]
        return quicksort(left) + middle + quicksort(right)

array = [5, 2, 9, 1, 4, 12]
result = quicksort(array)
print(result)",Data Structure,2413,"def quicksort (array) :
    if len(array) <= 1 :
        return array ___:
        pivot = array[len(array) // 2]
        left = [x for x in array if x < pivot]
        middle = [x for x in array if x == pivot]
        right = [x for x in array if x > pivot]
        return quicksort(left) + middle + quicksort(right)

array = [5, 2, 9, 1, 4, 12]
result = quicksort(array)
print(result)",else
"Using the provided inputs, write a python code that calculates the sum of all the elements in the list.","my_list = [1,2,3,4,5,6]","def calculate_sum(my_list):
    """""" Calculate the sum of all the elements in the list. """"""
    sum = 0
    for elem in my_list:
        sum += elem
    return sum

my_list = [1,2,3,4,5,6]
total_sum = calculate_sum(my_list)
print(""The sum of all elements in the list is: %d"" %total_sum)",Data Structure,2434,"def calculate_sum(my_list):
    """""" Calculate the sum of all the elements in the list. """"""
    sum = 0
    for elem in my_list:
        sum += elem
    return sum

my_list = [1,2,3,4,5,6]
total_sum = calculate_sum(my_list)
print(""The sum of all elements in the list ___: %d"" %total_sum)",is
Create a function in Python to perform a linear search on a list of numbers.,"def linear_search(numbers, x):","def linear_search(numbers, x):
    """"""This function will perform a linear search on a list of numbers and return the index of the number if it is present in the list.""""""
    for i in range(len(numbers)):
        if numbers[i] == x:
            return i 
    # if the number is not found
    return -1",Data Structure,2450,"def linear_search(numbers, x):
    """"""This function will perform a linear search on a list ___ numbers and return the index of the number if it is present in the list.""""""
    for i in range(len(numbers)):
        if numbers[i] == x:
            return i 
    # if the number is not found
    return -1",of
Generate a Python program to output the maximum element in a given array.,"The array is [1, 4, 9, 3, 6, 5]","def findMax(arr):
    max_number = arr[0]
    for i in range(1, len(arr)):
        if arr[i] > max_number:
            max_number = arr[i]
    return max_number

arr = [1, 4, 9, 3, 6, 5]
max_number = findMax(arr)
print(""The maximum element in the array is:"", max_number)",Data Structure,2455,"def findMax(arr):
    max_number = arr[0]
    for i in range(1, len(arr)):
        if arr[i] > max_number:
            max_number = arr[i]
    return max_number

arr = [1, 4, 9, 3, 6, 5]
max_number = findMax(arr)
print(""The maximum element in the array ___:"", max_number)",is
Design a program in Python that uses a loop to iterate through the items in a list.,"items = [1, 2, 3, 4, 5]","def loop_through_list(items):
    """"""Iterates through a list of items and prints each one""""""
    for item in items:
        print(item)",Data Structure,2475,"def loop_through_list(items):
    """"""Iterates through a list ___ items and prints each one""""""
    for item in items:
        print(item)",of
Write a Python function to sort the following list of numbers with bubble sort algorithm.,"[5, 4, 3, 2, 1]","def bubble_sort(list): 
    n = len(list)  
    for i in range(n-1): 
        for j in range(0, n-i-1): 
            if list[j] > list[j+1] : 
                list[j], list[j+1] = list[j+1], list[j]
    return list
  
# Sample list 
list = [5, 4, 3, 2, 1]
  
# Function Call 
bubble_sort(list)",Data Structure,2496,"def bubble_sort(list): 
    n = len(list)  
    for i in range(n-1): 
        for j in range(0, n-i-1): 
            if list[j] > list[j+1] : 
                list[j], list[j+1] = list[j+1], list[j]
    return list
  
# Sample list ___ = [5, 4, 3, 2, 1]
  
# Function Call 
bubble_sort(list)",list
Generate a Python program to delete the element at a given index from the given array.,"[1,2,3,4,5], index=3","def delete_element_at_index(arr, index):
    if index >= len(arr):
        raise Exception('index out of range')
    
    # Delete the element at the index
    del arr[index]

# Example array and index
my_arr = [1,2,3,4,5];
index = 3;

# Call the function
delete_element_at_index(my_arr, index)

# Print the array
print(my_arr)",Data Structure,2501,"def delete_element_at_index(arr, index):
    if index >= len(arr):
        raise Exception('index out of range')
    
    # Delete the element at the index
    del ___[index]

# Example array and index
my_arr = [1,2,3,4,5];
index = 3;

# Call the function
delete_element_at_index(my_arr, index)

# Print the array
print(my_arr)",arr
Create a program in Python to delete all the elements from the list which have a value greater than a given number.,"list = [1, 5, 6, 8, 9, 10], num = 7","def removeGreaterNum(list, num): 
  
    return [x for x in list if x < num] 
      
list = [1, 5, 6, 8, 9, 10] 
num = 7
print(removeGreaterNum(list, num))",Data Structure,2511,"def removeGreaterNum(list, num): 
  
    return [x for x in list ___ x < num] 
      
list = [1, 5, 6, 8, 9, 10] 
num = 7
print(removeGreaterNum(list, num))",if
Write a python function to remove duplicates from an array.,"[1, 2, 3, 3, 3, 4, 5, 6]","""""""
Remove duplicates from an array
""""""

def remove_duplicates(arr):
    # Create a set 
    seen = set()
    
    # Traverse the array
    for i in range(len(arr)):
        if arr[i] not in seen:
            seen.add(arr[i])
            
    return seen

if __name__ == '__main__':
    arr = [1, 2, 3, 3, 3, 4, 5, 6]
    print(remove_duplicates(arr))",Data Structure,2528,"""""""
Remove duplicates from an array
""""""

def remove_duplicates(arr):
    # Create a set ___ = set()
    
    # Traverse the array
    for i in range(len(arr)):
        if arr[i] not in seen:
            seen.add(arr[i])
            
    return seen

if __name__ == '__main__':
    arr = [1, 2, 3, 3, 3, 4, 5, 6]
    print(remove_duplicates(arr))",seen
Create a Python program that creates a new list containing only even numbers from a given list.,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","# create a list
original_list = [1, 2, 3, 4, 5, 6, 7, 8, 9]

# create a new list with only even numbers 
even_list = [num for num in original_list if num % 2 == 0] 
  
# display the even list 
print(even_list)",Data Structure,2553,"# create a list ___ = [1, 2, 3, 4, 5, 6, 7, 8, 9]

# create a new list with only even numbers 
even_list = [num for num in original_list if num % 2 == 0] 
  
# display the even list 
print(even_list)",original_list
Create a Python script to remove all empty elements from a list.,"list = [""a"", """", ""b"", """", ""c"", """"]","list = [""a"", """", ""b"", """", ""c"", """"] 

result = [element for element in list if len(element) > 0] 

print(result)",Data Structure,2554,"list = [""a"", """", ""b"", """", ""c"", """"] 

result = [element for element in list ___ len(element) > 0] 

print(result)",if
"Create a script in Python which receives a list of numbers, and prints the sorted list in ascending order.","List of numbers: [7, 3, 4, 2]","list_of_numbers = [7, 3, 4, 2]

# sort the list
list_of_numbers.sort()

# print the sorted list
print(list_of_numbers)",Data Structure,2567,"list_of_numbers = [7, 3, 4, 2]

# sort the list ___.sort()

# print the sorted list
print(list_of_numbers)",list_of_numbers
Generate a Python program to insert an element into a given sorted array.,"The sorted array is [1, 2, 3, 5] and the new element is 4.","def insert(arr, x):
    i = len(arr)-1
    while (i >= 0 and x < arr[i]):
        arr[i+1] = arr[i]
        i = i-1
    arr[i+1] = x
    return arr
  
# Input array and element 
arr = [1, 2, 3, 5] 
x = 4
  
# Calling Insert Function 
arr = insert(arr, x) 
  
# Print the modified array 
print(arr)",Data Structure,2571,"def insert(arr, x):
    i = len(arr)-1
    while (i >= 0 and x < arr[i]):
        arr[i+1] = arr[i]
        i = i-1
    arr[i+1] = x
    return arr
  
# Input array ___ element 
arr = [1, 2, 3, 5] 
x = 4
  
# Calling Insert Function 
arr = insert(arr, x) 
  
# Print the modified array 
print(arr)",and
Create a Python program to sort a given list according to the second element,"list = [[2,4], [3,2], [4,1], [1,3]]","def sortList(list):
    list.sort(key=lambda x: x[1]) 
    return list

list = [[2,4], [3,2], [4,1], [1,3]]
sorted_list = sortList(list)

print(sorted_list)

# output
[[4, 1], [3, 2], [1, 3], [2, 4]]",Data Structure,2586,"def sortList(list):
    list.sort(key=lambda x: x[1]) 
    return list ___ = [[2,4], [3,2], [4,1], [1,3]]
sorted_list = sortList(list)

print(sorted_list)

# output
[[4, 1], [3, 2], [1, 3], [2, 4]]",list
Generate a program in Python for sorting the elements of an array in descending order.,"[2, 4, 1, 6, 5]","def sort_descending(arr):
    # Sort array from largest to smallest
    arr.sort(reverse=True)

    # Print result
    print(arr)

# Test
arr = [2, 4, 1, 6, 5]
sort_descending(arr)
# Output: [6, 5, 4, 2, 1]",Data Structure,2595,"def sort_descending(arr):
    # Sort array ___ largest to smallest
    arr.sort(reverse=True)

    # Print result
    print(arr)

# Test
arr = [2, 4, 1, 6, 5]
sort_descending(arr)
# Output: [6, 5, 4, 2, 1]",from
Write a Python code snippet to remove the last element from a list.,"example_list = [3, 1, 5, 7, 4, 8, 2]","def remove_last_element(lst):
    last_index = len(lst) - 1
    del lst[last_index]

example_list = [3, 1, 5, 7, 4, 8, 2]
remove_last_element(example_list)
print(example_list) 
# Output: [3, 1, 5, 7, 4, 8]",Data Structure,2617,"def remove_last_element(lst):
    last_index = len(lst) - 1
    del ___[last_index]

example_list = [3, 1, 5, 7, 4, 8, 2]
remove_last_element(example_list)
print(example_list) 
# Output: [3, 1, 5, 7, 4, 8]",lst
Design a solution in Python that creates a deep copy of an array of numbers.,"[1,2,3,4,5]","original_list = [1,2,3,4,5]

# Create a copy of the original list
copied_list = original_list[:]

# Modify the copied list so we can verify that it is a deep copy
copied_list[0] = 10

# Print both lists - the original list should be unchanged
print(""Original list:"", original_list)
print(""Copied list:"", copied_list)",Data Structure,2626,"original_list = [1,2,3,4,5]

# Create a copy ___ the original list
copied_list = original_list[:]

# Modify the copied list so we can verify that it is a deep copy
copied_list[0] = 10

# Print both lists - the original list should be unchanged
print(""Original list:"", original_list)
print(""Copied list:"", copied_list)",of
Write a Python program to find the sum of all integers in a given list that are multiples of 8.,"4, 8, 12, 17, 30","# Initializing list 
l = [4, 8, 12, 17, 30] 

# Function to calculate sum 
def sum_multiples(l): 
	sum = 0
	
	# iterating over list 
	for num in l: 
		
		# checking for multiples of 8 
		if num % 8 == 0: 
			sum += num 
			
	return sum

# Driver code 
print(sum_multiples(l)) 
# Output: 20",Data Structure,2649,"# Initializing list ___ = [4, 8, 12, 17, 30] 

# Function to calculate sum 
def sum_multiples(l): 
	sum = 0
	
	# iterating over list 
	for num in l: 
		
		# checking for multiples of 8 
		if num % 8 == 0: 
			sum += num 
			
	return sum

# Driver code 
print(sum_multiples(l)) 
# Output: 20",l
Write a Python program to create a 1D array of random numbers from 1 to 100.,5,"import random

# Create a 1-dimensional array of size 5
array = [0] * 5

# Fill the array with random numbers
for i in range(len(array)):
 array[i] = random.randint(1,100)

print(array)

# Output:
# [83, 5, 46, 69, 89]",Data Structure,2685,"import random

# Create a 1-dimensional array ___ size 5
array = [0] * 5

# Fill the array with random numbers
for i in range(len(array)):
 array[i] = random.randint(1,100)

print(array)

# Output:
# [83, 5, 46, 69, 89]",of
"In Python, create a list comprehension to extract the elements which are even in the given list.","list = [1, 2, 3, 4, 5, 6, 7, 8, 9]",even_list = [x for x in list if x%2 == 0],Data Structure,2726,even_list = [x for x in list ___ x%2 == 0],if
Design a program to filter out strings in a list that have length 3.,"['ada', 'python', 'ruby', 'egg', 'coffee']","def filter_by_length(list):
    """"""
    Filters out strings in the given list that have length 3.
    """"""
    filtered_list = [word for word in list if len(word) == 3]
    return filtered_list

if __name__ == '__main__':
    list = ['ada', 'python', 'ruby', 'egg', 'coffee']
    print(filter_by_length(list))",Data Structure,2747,"def filter_by_length(list):
    """"""
    Filters out strings in the given list ___ have length 3.
    """"""
    filtered_list = [word for word in list if len(word) == 3]
    return filtered_list

if __name__ == '__main__':
    list = ['ada', 'python', 'ruby', 'egg', 'coffee']
    print(filter_by_length(list))",that
Generate a Python script to sort the given list of words.,"['bubble', 'selection', 'quicksort', 'insertion']","# function to sort the given list of words
def sort_words(words):
    # sort the list of words in alphabetical order
    words.sort()

    # print the sorted list of words
    print(words)

# driver code
words = ['bubble', 'selection', 'quicksort', 'insertion']
sort_words(words)

# output
['bubble', 'insertion', 'quicksort', 'selection']",Data Structure,2756,"# function to sort the given list ___ words
def sort_words(words):
    # sort the list of words in alphabetical order
    words.sort()

    # print the sorted list of words
    print(words)

# driver code
words = ['bubble', 'selection', 'quicksort', 'insertion']
sort_words(words)

# output
['bubble', 'insertion', 'quicksort', 'selection']",of
Write a function in Python that accepts a list of numbers and returns the  highest and lowest values in the list.,"numbers = [2, 18, 9, 22, 10, 17, 24]","def max_min(numbers):
  '''returns a tuple containing highest and lowest values in a given list'''
  return (max(numbers), min(numbers))",Data Structure,2773,"def max_min(numbers):
  '''returns a tuple ___ highest and lowest values in a given list'''
  return (max(numbers), min(numbers))",containing
Create a Python script to sort a list of tuples by the second element in the tuple in ascending order.,"myList = [('Tom',7),('Harry',5),('Bob',8)]","def sortList(myList): 
 # sort list by second element  
 myList.sort(key = lambda x: x[1]) 
  
 # printing the sorted list  
 print (""The sorted list in ascending order is : "") 
 for i in range(len(myList)): 
  print(myList[i]), 

myList = [('Tom',7),('Harry',5),('Bob',8)]
sortList(myList)",Data Structure,2786,"def sortList(myList): 
 # sort list ___ second element  
 myList.sort(key = lambda x: x[1]) 
  
 # printing the sorted list  
 print (""The sorted list in ascending order is : "") 
 for i in range(len(myList)): 
  print(myList[i]), 

myList = [('Tom',7),('Harry',5),('Bob',8)]
sortList(myList)",by
Create a Python function to identify the number of even numbers present in a given list of numbers.,"list = [1, 2, 3, 4, 5]","def countEvenNum(list):
    return len([x for x in list if x % 2 == 0])

list = [1, 2, 3, 4, 5]
print(countEvenNum(list))",Data Structure,2792,"def countEvenNum(list):
    return len([x for x in list ___ x % 2 == 0])

list = [1, 2, 3, 4, 5]
print(countEvenNum(list))",if
Write a Python program to split a given list into two lists based on a given condition.,"list = [1, 2, 3, 4, 5, 6, 7, 8]","list = [1, 2, 3, 4, 5, 6, 7, 8]

#Split the list into two lists based on a given condition
list_a = [x for x in list if x % 2 == 0]
list_b = [x for x in list if x % 2 != 0]

print(list_a) #[2, 4, 6, 8]
print(list_b) #[1, 3, 5, 7]",Data Structure,2813,"list = [1, 2, 3, 4, 5, 6, 7, 8]

#Split the list ___ two lists based on a given condition
list_a = [x for x in list if x % 2 == 0]
list_b = [x for x in list if x % 2 != 0]

print(list_a) #[2, 4, 6, 8]
print(list_b) #[1, 3, 5, 7]",into
Create a function in Python to sort a list of dictionaries by a particular key.,Example of a list of dictionaries,"def sort_list(lst, key):
    # Sorts a list of dictionaries
    return sorted(lst, key=lambda k: k[key])",Data Structure,2821,"def sort_list(lst, key):
    # Sorts a list ___ dictionaries
    return sorted(lst, key=lambda k: k[key])",of
Write a code to sort a list of strings according to their lengths,"[""Python"", ""is"", ""a"", ""programming"", ""language""]","def sortByLength(strings):
    """"""Sort a list of strings according to their lengths""""""
    # Sort the list using a key function
    return sorted(strings, key=len)

if __name__ == '__main__':
    strings = [""Python"", ""is"", ""a"", ""programming"", ""language""]
    print(sortByLength(strings))",Data Structure,2843,"def sortByLength(strings):
    """"""Sort a list ___ strings according to their lengths""""""
    # Sort the list using a key function
    return sorted(strings, key=len)

if __name__ == '__main__':
    strings = [""Python"", ""is"", ""a"", ""programming"", ""language""]
    print(sortByLength(strings))",of
