question_id,material,instruction,template,input,correct_answer,attempts,duration
3206,Operator,Generate a Python script to sort an array of strings in case-insensitive order.,"def sort_strings(arr):
    arr_lower = [element.lower() for element in arr]
    sorted_lower = ___(arr_lower)

    sorted_arr = [arr[arr_lower.index(element)] for element in sorted_lower]

    return sorted_arr

arr = [""Apple"", ""banana"", ""APple""]
sorted_arr = sort_strings(arr)
print(sorted_arr) # prints [""APple"", ""Apple"", ""banana""]","[""Apple"", ""banana"", ""APple""]",sorted,1,20
3211,Operator,Edit the following object-oriented Python code to use inheritance.,"class A:
    def __init__(self, x):
        self.x = ___
    
    def get_x(self):
        return self.x

class B(A):
    def modify_x(self, x):
        A.modify_x(self, x)
        self.x += 1","class A:
    def __init__(self, x):
        self.x = x
    
    def get_x(self):
        return self.x

class B:
    def modify_x(self, x):
        self.x = x + 1",x,1,20
3216,Operator,Can you write a function in Python that takes in a 2-dimensional array of integers and returns the lowest element in the array?,"def find_min(matrix): 
    result = ___('inf') 
    for row in matrix: 
        result = min(result, min(row))
    return result 

matrix = [[3, 4, 5], [2, 7, 8], [12, 1, 9]]
print(find_min(matrix)) # Output: 1","[[3, 4, 5], [2, 7, 8], [12, 1, 9]]",float,1,20
3285,Operator,"Given a Python dictionary, write a function that prints out the key-value pairs in alphabetical order.","def print_dict_alphabetically(dictionary):
    sorted_keys = ___(dictionary.keys())
    for key in sorted_keys:
        print(f""{key}: {dictionary[key]}"")

print_dict_alphabetically({
 'Mark': '68',
 'Carol': '35',
 'John': '42'
})","{
 'Mark': '68',
 'Carol': '35',
 'John': '42'
}",sorted,1,20
3314,Operator,"Write a python program to clean up a string by removing punctuation, non-alphanumeric regions  or converting to lowercase.","import string

example_string = ""This i$n't a siMPle StrinG""
new_string = ___.translate(str.maketrans('', '', string.punctuation)).replace(' ', '').lower()
print(new_string)

Output:
thisisntasimplestring","example_string = ""This i$n't a siMPle StrinG""",example_string,1,20
3379,Operator,Create a Python program to rotate a 2-dimensional array clockwise.,"def rotate_sqr_matrix_clockwise(matrix):
    N = ___(matrix)
    res = [[0] * N for i in range(N)]
    for i in range(N):
        for j in range(N): 
            res[i][j] = matrix[N - 1 - j][i] 
    return res","[[1, 2],
 [3, 4]]",len,1,20
3386,Operator,Optimize the following Python code by replacing the for-loop with a list comprehension,"def hipsterify(sentence):
  return ' '.join([""hipster "" + ___ for word in sentence])","def hipsterify(sentence):
  hipster_sentence = []

  for i in range(len(sentence)):
    hipster_sentence.append(""hipster "" + sentence[i])

  return ' '.join(hipster_sentence)",word,1,20
3419,Operator,Create a Python program to calculate the formula 2*sqrt(x+2).,"import math

x = ___

result = 2*math.sqrt(x+2)

print(result ) # 12.0",x = 10,10,1,20
3424,Operator,Write a script in Python which takes a two-dimensional array as input and finds the smallest number in the array.,"def find_smallest(array):
    smallest_item = ___[0][0]
    for row in array:
        for item in row:
            if item < smallest_item:
                smallest_item = item
    return smallest_item","array = [[2,3,4], [5,6,7], [-1,2,0]]",array,1,20
3433,Operator,Write a python program to extract the non-vowel words in a sentence.,"def extract_words(sentence):
    non_vowel_words = []
    words = ___.split()
    vowels = ['a','e','i','o','u','A','E','I','O','U']
    for word in words:
        if not any(char in vowels for char in word):
            non_vowel_words.append(word) 
    return non_vowel_words",This machine learning project is challenging.,sentence,1,20
3484,Operator,Develop an algorithm to find the least common multiple of two non-negative integers using Python.,"# Find the greatest common denominator
def gcd(num1, num2):
    if num2 == ___:
        return num1
    else:
        return gcd(num2, num1 % num2)

# Find the least common multiple
def lcm(num1, num2):
    return (num1 * num2) // gcd(num1, num2)

num1 = 12
num2 = 18

print(lcm(num1, num2))","12, 18",0,1,20
3491,Operator,Create an algorithm in Python that takes in a two-dimensional array (matrix) and returns a flattened version of the array.,"def flattenMatrix(matrix):
    return [elem for row in matrix for elem in row]

matrix = [[1,2,3],
          [4,5,6],
          [7,8,9]] 

flatMatrix = ___(matrix)
print(flatMatrix)

# Output: [1, 2, 3, 4, 5, 6, 7, 8, 9]","matrix = [[1,2,3],
          [4,5,6],
          [7,8,9]]",flattenMatrix,1,20
3535,Operator,Develop a Python script to delete all non-alphabetic characters in a string.,"def remove_non_alpha(string):
    new_string = """"
    for char in string:
        if char.isalpha():
            new_string += ___
    return new_string",String with non-alphabetic characters- '123hello!?,char,1,20
3545,Operator,Generate a code snippet in Python to convert a string with the following format to a dictionary. (name1=123&name2=456&name3=789).,"inp = ""name1=123&name2=456&name3=789""
kv = ___.split(""&"")
d = {}
for i in kv:
    k,v = i.split(""="")
    d[k] = v

print(d)",name1=123&name2=456&name3=789,inp,1,20
3556,Operator,Generate a script in Python to run a linear regression model using scikit-learn.,"import numpy as np
from sklearn.linear_model import LinearRegression

x = ___.array([[7,5,3,9,8,4]]).T
y = np.array([7,3,4,6])

model = LinearRegression()
model.fit(x, y)

preds = model.predict(x)

print(f""R-squared score: {model.score(x,y)}"")
print(f""Coefficients: {model.coef_}"")
print(f""Predictions: {preds}"")",[7 5 3 9 8 4] [7 3 4 6],np,1,20
3560,Operator,Modify this Python program to compute the sum of all elements in a multi-dimensional array.,"def sum_multi_dim_array(multi_dim_array):
    # init sum to 0 
    sum = ___ 
  
    # iterate over rows 
    for row in multi_dim_array: 
  
        # iterate over columns 
        for num in row: 
  
            # add number to sum 
            sum += num 
  
    return sum","multi_dim_array = [[1,2], [3,4], [15,16]]",0,1,20
3577,Operator,Generate a Python program to optimize a low-cost route between two points,"def optimize_route(startX, endX):
    best_route = [startX]
    next_x = ___

    while next_x < endX:
        best_cost = float(""inf"")
        for x in range(next_x+1, endX+1):
            cost = abs(x - next_x)
            if cost < best_cost:
                best_cost = cost
                next_x = x
        best_route.append(next_x)

    return best_route",startX = 0 and endX = 10,startX,1,20
3579,Operator,Write a Python script that reads in a user-defined data set and prints the top-5 highest values contained in the data set.,"data = [100.0, 74.0, 56.2, 45.5, 27.8, 21.0, 8.2, 4.1]

def get_top_five_values(data):
    sorted_data = ___(data, reverse=True)
    top_five_values = sorted_data[:5]
    return top_five_values

top_five_values = get_top_five_values(data)
print(top_five_values)","[100.0, 74.0, 56.2, 45.5, 27.8, 21.0, 8.2, 4.1]",sorted,1,20
3597,Operator,Write a Python script to convert a list of positive integers to a comma-separated string.,"def convert_list_to_string(list): 
  string = """"
  for num in list:
    string += ___(num) + "",""
  return string

print(convert_list_to_string([1, 2, 3, 4]))

# Output: ""1,2,3,4,""","[1, 2, 3, 4]",str,1,20
3641,Operator,Generate a program in Python to evaluate the accuracy of a machine-learning model.,"import numpy as np
from sklearn.metrics import accuracy_score

clf.fit(X_train, y_train)
y_pred = ___.predict(X_test)

# Calculating the accuracy
accuracy = accuracy_score(y_test, y_pred)

print(""Accuracy: "" + str(accuracy))","from sklearn.svm import SVC
clf = SVC(kernel='poly', degree=2, gamma=0.05)",clf,1,20
3643,Operator,Create a function in Python to convert a given time from 12-hour clock format to 24-hour clock format.,"def time_conversion(time):
    # Get hour and convert it to 24-hour format
    hour = ___(time[:2])
    if time[-2:] == ""PM"":
        hour += 12
    # Get minutes
    min = time[-5:-3]

    return str(hour) + "":"" + min

# Test
print(time_conversion(""3:45pm"")) # 15:45",3:45pm,int,1,20
3648,Operator,Generate code to de-serialize JSON into Python objects,"import json

data = ___.loads(data_json)

# Output:
data = {
 ""name"": ""John Doe"",
 ""age"": 18,
 ""hobbies"": [""reading"", ""swimming"", ""gaming""],
 ""contact"": {
  ""email"": ""johndoe@example.com"",
  ""mobile"": ""+1900000000""
 }
}","data_json = '{""name"":""John Doe"",""age"":18,""hobbies"":[""reading"",""swimming"",""gaming""],""contact"":{""email"":""johndoe@example.com"",""mobile"":""+1900000000""}}'",json,1,20
3676,Operator,Create a class in Python to represent a 2-D point and implement a method for finding the Euclidean distance between the two points.,"class Point:
    def __init__(self, x, y):
        self.x = ___
        self.y = y

    def distance(self, point):
        x_diff = self.x - point.x
        y_diff = self.y - point.y
        return math.sqrt(x_diff**2 + y_diff**2)","p1 = (3, 4)
p2 = (7, 8)",x,1,20
3721,Operator,Create a method to find the maximum element in a 2-D array in Python.,"def maxElement2DArray(arr):
    maxElement = ___[0][0]

    for row in range(len(arr)):
        for column in range(len(arr[row])):
            maxElement = max(maxElement, arr[row][column])
    return maxElement","Array: 
[[1, 2, 3], 
[4, 5, 6],
[7, 8, 9]]",arr,1,20
3830,Operator,Write a Python program to intersect two given arrays without using any in-built functions.,"def intersect(a, b):
  intersection = [] 
  for i in a:
    for j in b:
      if i == ___ and i not in intersection:
        intersection.append(i)
  return intersection

print(intersect([1, 7, 11, 58, 80], [11, 13, 7, 32, 80]))","a = [1, 7, 11, 58, 80]
b = [11, 13, 7, 32, 80]",j,1,20
3835,Operator,Write a Python program to determine and-or operations,"x = ___ and False

# Output
print(x)
# False",x = False and False,False,1,20
3892,Operator,Re-write the following SQL query in Python.,"import sqlite3

conn = ___.connect('movies.db') 
cursor = conn.cursor()

cursor.execute(""SELECT * FROM Movies WHERE category = 'horror'"")

result = cursor.fetchall()
for row in result:
    print(row)

conn.close()",SELECT * FROM Movies WHERE category = 'horror';,sqlite3,1,20
3902,Operator,Create a web-crawler in Python to extract links from a web page.,"import urllib.request 
from bs4 import BeautifulSoup

#Providing the url as an argument to urlopen() 
url = ""http://www.example.com""
html = ___.request.urlopen(url).read() 
soup = BeautifulSoup(html, features = 'html.parser') 

# extracting links from the web page 
links = [] 
for link in soup.findAll('a'): 
    links.append(link.get('href')) 

print(links)",Web page URL: http://www.example.com,urllib,1,20
3925,Operator,Create a program to filter a list of numbers using the built-in Python filter() function.,"def even_number_filter(number):
  return number % ___ == 0

numbers = [25, 35, 8, 2, 10]
filtered_list = list(filter(even_number_filter, numbers))
print(filtered_list)","[25, 35, 8, 2, 10]",2,1,20
3935,Operator,"Create a Python Pandas DataFrame for a real-world dataset of your choice, and display information about it.","import pandas as pd

# load the dataset
data = ___.read_csv('data.csv')

# display information about the dataset
data.info()

# observe the first five rows
data.head()

# list all columns
data.columns 

# display summary statistics
data.describe()",A dataset containing the prices of fruits in a market.,pd,1,20
3939,Operator,Write a Python program to add two numbers in base-10.,"def add_base10(num1, num2): 
    return num1 + ___","num1 = 6, num2 = 8",num2,1,20
3982,Operator,Create a Python script to partition a list into sub-lists of equal size.,"def partition(lst, n):
 return [lst[i:i+n] for i in range(0, len(lst), n)]
 
list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
partitions = ___(list, 3)
 
for p in partitions:
 print(p)

# Output
# [1, 2, 3]
# [4, 5, 6]
# [7, 8, 9]
# [10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",partition,1,20
4014,Operator,Create a Python program to remove all white-space from a given string.,"string = ""Hello World   ""

no_space_string = ___.replace(' ', '')

print(no_space_string)","""Hello World   """,string,1,20
4025,Operator,Write a Python script for creating a type-safe data model based on a given JSON object.,"class DataModel:
 def __init__(self, name: str, age: int, likes: List[str]):
  self.name = ___
  self.age = age
  self.likes = likes

data = DataModel(name=""Bob"", age=42, likes=[""Sports"", ""Coding""])","{""name"": ""Bob"", ""age"": 42, ""likes"": [""Sports"", ""Coding""]}",name,1,20
4034,Operator,Write a Python program that sorts a list of integers in ascending order without using the built-in sort() method.,"def selection_sort(arr):
 n = ___(arr)
 for i in range(n):
 min_idx = i
 for j in range(i+1, n):
 if arr[min_idx] > arr[j]:
 min_idx = j
 arr[i], arr[min_idx] = arr[min_idx], arr[i]

arr = [4, 5, 13, 2, 9, 7]
selection_sort(arr)
print(arr)
# Output: [2, 4, 5, 7, 9, 13]","[4, 5, 13, 2, 9, 7]",len,1,20
4044,Operator,Write a Python program which prints out the Fibonacci series up to the N-th term.,"def print_fibonacci_series(n): 
    a = ___
    b = 1
    c = 0

    while c < n:
        print(a,end="" "")
        c = c+1
        temp = a+b
        a = b 
        b = temp 
		
print_fibonacci_series(15)",15,0,1,20
4109,Operator,Optimize this Python code to reduce its run-time complexity.,"def foo(l1, l2):
    result = [i + ___ for i in l1 for j in l2]
    return result","def foo(l1, l2):
    result = []
    for i in l1:
        for j in l2:
            result.append(i + j)
    return result",j,1,20
4117,Operator,Generate a function in Python that takes a number as input and prints out the n-th Fibonacci number.,"def nthFibonacciNumber(n): 
    if n==0: 
        return 0
    elif n==1: 
        return 1
    else: 
        return nthFibonacciNumber(n-1)+nthFibonacciNumber(n-2)

result = ___(6)
print(result)",6,nthFibonacciNumber,1,20
4142,Operator,Write a Python program to calculate the hypotenuse of a right-angled triangle.,"import math

# calculate the hypotenuse
def calc_hypotenuse(a, b):
    hyp = ___.sqrt(a**2 + b**2)
    print(""The length of the hypotenuse is"", hyp)

# input lengths of triangle sides
a = 5
b = 12

# call the function
calc_hypotenuse(a, b)","a = 5, b = 12",math,1,20
4192,Operator,Create a dictionary in python from a comma-separated value string.,"def csv_to_dict(s):
    data_dict = {}
    # split the string into list of elements
    elements = ___.split(',')
    
    # iterate through the list
    for i in range(0, len(elements), 2):
        # add each element as a key to the dictionary
        data_dict[elements[i]] = elements[i+1]
    
    # return the dictionary
    return data_dict","s = ""name,age,city,country""",s,1,20
4208,Operator,Write a function in Python to compare two given strings character-wise and return the position of the first difference.,"def compare_strings_charwise(s1, s2):
    for i in range(min(len(s1), len(s2))):
        if s1[i] != ___[i]:
            return i
    return -1","String1: String
String2: Strings",s2,1,20
4237,Operator,"Given a multi-dimensional array, write a python code snippet to find the sum of its elements.","# Use nested list comprehension to calculate the sum 
total_sum = ___([sum(row) for row in arr])","arr = [[1, 4, 7], [2, 6, 3], [3, 5, 9]]",sum,1,20
4274,Operator,Write a Python program to generate a two-dimensional array of Boolean values with alternating True and False values.,"def generate_alternating_2d_array(n):
 arr = []
 prev_value = ___
 for i in range(n):
  row = []
  for j in range(n):
   cur_value = not prev_value
   row.append(cur_value)
   prev_value = cur_value 
  arr.append(row)
 return arr

arr = generate_alternating_2d_array(5)
for row in arr:
 print(row)",Size of the 2-D array: 5 x 5,False,1,20
4387,Operator,Create a python function to parse a character-separated string,"def parse_str(str, separator):
    strList = ___.split(separator) 
    return strList","Parse a string ""Harry,30,England"" using comma as separator",str,1,20
4391,Operator,Create a Python function for converting a list to a dictionary. The function should take a list of key-value tuples and return a dictionary.,"def list_to_dict(input_list):
 result = {}
 for key, value in input_list:
 result[key] = ___
 return result

list_to_dict([('a', 1), ('b', 2), ('c', 3)]) 
#{'a': 1, 'b': 2, 'c': 3}","[('a', 1), ('b', 2), ('c', 3)]",value,1,20
4491,Operator,"Develop a Python program that takes in a single-dimensional array as a parameter, and returns the number of subsets with size 3 or greater.","def find_subsets(arr):
    count = ___
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            for k in range(j+1, len(arr)):
                count += 1
    return count","arr = [1, 2, 3, 4, 5]",0,1,20
4525,Operator,Write a Python function to create a Fibonacci sequence up to n-th number.,"def FibonacciGenerator(n): 
    a = ___
    b = 1
    if n < 0: 
        print(""Incorrect input"") 
    elif n == 0: 
        return a 
    elif n == 1: 
        return b 
    else: 
        for i in range(2,n): 
            c = a + b 
            a = b 
            b = c 
        return b 
  
 
# Driver Program 
print(FibonacciGenerator(10))",n=10,0,1,20
4531,Operator,Create a Python program to calculate the square root of a user-defined positive number.,"import math

n = ___

#Calculate the square root of a number
square_root = math.sqrt(n)

print(f'Square root of {n} is {square_root}')",n = 100,100,1,20
4532,Operator,Create a Python function to remove all non-alphanumeric characters from a string.,"def clean_string(string):
    cleanedString = """"
    for c in string:
        if c.isalnum():   
            cleanedString += ___ 
  
    return cleanedString","""Hello, $World!""",c,1,20
4553,Operator,Create a python program to create a dictionary with key-value pairs using two lists,"keys = [""a"", ""b"", ""c""]
values = [1, 2, 3]

d = ___(zip(keys, values))
print(d) # output: {'a': 1, 'b': 2, 'c': 3}","keys = [""a"", ""b"", ""c""]
values = [1, 2, 3]",dict,1,20
4587,Operator,"Create a Python program that calculates the average of 3 grades and returns a grade level using the following scale:

90-100: A
80-89: B
70-79: C
60-69: D
Below 60: F","def get_grade_level(grades):
  average = ___(grades) / len(grades)
  if average >= 90:
    grade_level = 'A'
  elif average >= 80:
    grade_level = 'B'
  elif average >= 70:
    grade_level = 'C'
  elif average >= 60:
    grade_level = 'D'
  else:
    grade_level = 'F'

  return grade_level","87, 61, 95",sum,1,20
4589,Operator,"Write a Python program to search through a list of dictionaries for a specific key-value pair, and return the corresponding value.","def search(lst, key, value):
 for dict in lst:
  if dict[key] == ___:
   return dict[value]
return None

#search for name with id 2
search(L, 'id', 2)
#outputs 'Alice'","L = [{'id': 1, 'name': 'John'}, {'id': 2, 'name': 'Alice'}, {'id': 3, 'name': 'Bob'}]",value,1,20
4592,Operator,Convert a Python program that uses for-loops to one that uses only while-loops.,"i = ___ 
while i < 3: 
    print(i) 
    i += 1","for i in range(0, 3):
    print(i)",0,1,20
4669,Operator,"Write a Python function which, when given a string of text and a n number, returns a list of all n-grams within that string.","def n_grams(string, n):
  tokens = ___.split()
  n_grams = []
  for i in range(len(tokens)-n+1):
    n_grams.append(tokens[i:i+n])
  return n_grams","string = 'this is a simple string'
n = 3",string,1,20
4678,Operator,Generate a python script to convert a string to a list of single-character strings in the same order.,"def string_to_list(s):
    l = []
    for c in s:
        l.append(c)
    return l

l = ___('GPT')
print(l)",'GPT',string_to_list,1,20
4710,Operator,Design a Python script that converts Miles/hour to Kilometers/hour.,"def mph_to_kph(speed):
 kph = ___ * 1.609
 return kph",Speed in Miles/hour: 60,speed,1,20
4745,Operator,Edit a given Python program to make it bug-free.,"def foo():
   i = ___
   for x in range(10):
      i = i + x
   return i

print(foo())","def foo():
   i = 0
   for x in range(10):
      i = i + x
      
   print(i)

foo()",0,1,20
4801,Operator,Compose an algorithm in Python that accepts a phone number and formats it in the (xxx) xxx-xxxx format.,"def format_phone_number(phone_num):
    return f""({phone_num[:3]}) {phone_num[3:6]}-{phone_num[6:]}""

number = ""1234567890""
formatted_number = ___(number)
print(formatted_number)",1234567890,format_phone_number,1,20
4857,Operator,"Write a Python program to generate a random list of length n containing integers within range (0, n-1).","import random 
  
def random_list(n): 
    # Generating a random list of length n
    random_list = [] 
    for i in range(n): 
        random_list.append(random.randint(0,n-1)) 
      
    return random_list 
  
# Driver Code 
n = ___
print(random_list(n))",n = 6,6,1,20
4880,Operator,Construct a code in Python to count the number of alphabets in an user-entered string.,"def countAlpha(str): 
	count = ___
	for char in str:
		if char.isalpha():
			count += 1
	return count 

str = ""Hello World""
result = countAlpha(str)
print(""Number of alphabets:"", result)","String: ""Hello World""",0,1,20
4952,Operator,Write a Python program which accepts a sequence of comma-separated numbers from console and generates a list.,"numbers = ___(""Please enter a sequence of comma-separated numbers:"")

num_list = numbers.split(',')

num_list = list(map(int, num_list))

print(num_list)","1,2,3,4,5",input,1,20
4964,Operator,Write a Python program to convert a list of numbers into a comma-separated string.,"def listToString(numbers):
 return ','.join(str(num) for num in numbers)

list = [7, 8, 9, 10]
result = ___(list)

print(result)

# Output: '7,8,9,10'","[7, 8, 9, 10]",listToString,1,20
4977,Operator,Create a confidence-based voting system in Python.,"def confidence_voting(predictions):
 classifier_sum = ___
 total_confidence = 0
 for classifier, prediction in predictions.items(): 
     classifier_sum += prediction 
     total_confidence += (classifier_sum * prediction)
 return total_confidence/classifier_sum","The input is a list of 5 different classifiers with numeric predictions: [classifier1: 0.6, classifier2: 0.3, classifier3: 0.2, classifier4: 0.9, classifier5: 0.1]",0,1,20
4993,Operator,Add a try-catch block to the given Python code,"try:
  x = ___
  y = 0
  z = x/y
except ZeroDivisionError:
  print(""ZeroDivisionError occurred: Cannot divide a number by 0"")","x = 10
y = 0
z = x/y",10,1,20
5014,Operator,Write a python program to calculate the maximum of 3-d array and return the value.,"def calc_max(arr):
    max_val = ___[0][0][0]
    for i in range(len(arr)):
        for j in range(len(arr[i])):
            for k in range(len(arr[i][j])):
                if arr[i][j][k] > max_val:
                    max_val = arr[i][j][k]
    return max_val

print(calc_max(arr))","arr = [[[1, 2], [3, 4]], [[5, 6], [7, 8]], [[9, 10], [11, 12]]]",arr,1,20
5042,Operator,Write a function in Python to find the first non-repeating character in a given string.,"def non_repeating_char(s):
    char_freq = {}
    for c in s:
        if c in char_freq:
            char_freq[c] += ___
        else:
            char_freq[c] = 1
    
    for c in s:
        if char_freq[c] == 1:
            return c

if __name__ == '__main__':
    print(non_repeating_char(""the quick brown fox jumps over the lazy dog""))","""the quick brown fox jumps over the lazy dog""",1,1,20
5059,Operator,Generate a Python program to edit a given list of strings and remove the duplicates in-place.,"list = [""AB"", ""AC"", ""AB"", ""CD"", ""AC""]

seen = ___()
res = []

for item in list:
    if item in seen:
        continue
    seen.add(item)
    res.append(item)

list[:] = res

print(list)","[""AB"", ""AC"", ""AB"", ""CD"", ""AC""]",set,1,20
5084,Operator,Create a Python script for cleaning up text and removing non-alphabetic characters.,"import re

text = ""This text contains some non-alphabetic characters, like “%.”""

clean_text = ___.sub(r'[^a-zA-Z ]', '', text)

print(clean_text)

# Output: This text contains some alphabetic characters","This text contains some non-alphabetic characters, like ""%.",re,1,20
5090,Operator,Find the smallest number in the given list without using any built-in Python functions or sorting.,"def find_smallest(arr):
    smallest = ___
    for n in arr:
        if smallest is None or n < smallest:
            smallest = n
    return smallest
    
arr = [8, 3, 9, 5, 1]
smallest = find_smallest(arr)
print(smallest)","arr = [8, 3, 9, 5, 1]",None,1,20
5114,Operator,"Write a Python program to assign every character in a given string a unique number (e.g. a=1, b=2, c=3 and so on).","char_dictionary = {}

counter = ___

for char in string:
 if char in char_dictionary.keys():
 continue
 else:
 char_dictionary[char] = counter
 counter += 1

print(char_dictionary)
# Output: {'H': 1, 'e': 2, 'l': 3, 'o': 4, ', ': 5, 'W': 6, 'r': 7, 'd': 8, '!': 9}","string = ""Hello, World!""",1,1,20
5119,Operator,Write an Algorithm in Python that takes in a comma-separated string of numbers and returns the sum of the numbers.,"def sumString(s):
 nums = ___.split(',')
 total = 0
 for num in nums:
 total += int(num)
 return total","'1,2,3'",s,1,20
5125,Operator,Implement the popular depth-first search (DFS) algorithm with Python.,"def dfs(graph, start):
    visited, stack = ___(), [start]
    while stack:
        vertex = stack.pop()
        if vertex not in visited:
            visited.add(vertex)
            stack.extend(graph[vertex] - visited)
    return visited","graph = {
    'A' : ['B','C'],
    'B' : ['D', 'E'],
    'C' : ['F'],
    'D' : [],
    'E' : ['F'],
    'F' : []
}",set,1,20
5145,Operator,Design a Python 3 program that takes as input from the user two comma-separated lists of integers and then finds the union of the two lists.,"list1 = [1,2,3,4]
list2 = [6,5,4,3]

def findUnion(list1, list2):
 unionList = ___
 for item in list2:
  if item not in unionList:
   unionList.append(item)
 return unionList

union = findUnion(list1, list2)
print(union) # prints [1, 2, 3, 4, 6, 5]","list1 = [1,2,3,4], list2 = [6,5,4,3]",list1,1,20
5156,Operator,Improve the performance of the following code using Python's in-built functions.,"s = 'Google'
# improved code
# use of built-in functions to count the number of occurrences of 'o' in a string
count = ___.count('o')

print('Number of occurrences of ""o"": {}'.format(count))","s = 'Google'
count = 0
for i in range(len(s)):
    if s[i] == 'o':
        count+=1",s,1,20
5157,Operator,Create a web-scraping program in Python to scrape movie reviews from IMDb.,"import requests
import bs4
 
url = ""https://www.imdb.com/title/tt0816692/reviews?ref_=tt_urv""
page = ___.get(url).text
soup = bs4.BeautifulSoup(page, 'html.parser')

reviews = soup.find_all(class_=""text show-more__control"")
for review in reviews:
    print(review.get_text())",https://www.imdb.com/title/tt0816692/reviews?ref_=tt_urv,requests,1,20
5166,Operator,Write an algorithm in Python to generate a random non-repeating integer array of size N,"import random 

def random_array(N): 
 
    result = [] 
  
    for i in range(N): 
  
        # Stores the number in result after checking for its presence. 
        data = ___.randint(1, 100) 
  
        if data not in result: 
            result.append(data) 
          
    return result 

# Driver Code 
N = 10
res = random_array(N) 
print(res)",10,random,1,20
5167,Operator,Create a function in Python that takes an array of strings and returns an array with the strings sorted in reverse-alphabetical order.,"def reverse_sort(arr): 
    return sorted(arr, reverse=True) 
  
# driver code 
arr = [""tomato"", ""apple"", ""mango""] 
sorted_arr = ___(arr) 
  
print(sorted_arr)","[‘tomato’, ‘apple’, ‘mango’]",reverse_sort,1,20
5180,Operator,Create a method in Python to format a date from the format dd-mm-yyyy to yyyy-mm-dd.,"def format_date(date):
    splitted_date = ___.split(""-"")
    reformatted_date = splitted_date[::-1]
    return ""-"".join(reformatted_date)

format_date(""10-05-2020"")","date = ""10-05-2020""",date,1,20
5252,Operator,Write a Python program to classify the given dataset using k-means clustering.,"from sklearn.cluster import KMeans

def cluster_data(x_points, y_points):
 X = ___(zip(x_points, y_points))
 clustering_model = KMeans(n_clusters=3)
 clustering_model.fit(X)
 labels = clustering_model.labels_
 return labels","x_points = {2, 4, 5, 10, 12, 13, 15, 16,18, 20}
y_points = {3, 8, 10, 13, 15, 16, 18, 22, 25, 30}",list,1,20
5257,Operator,Compute the dot product of two 1-d vectors using Python.,"def dot_product(x, y):
    result = ___
    for i in range(len(x)):
        result += x[i] * y[i]
    return result","x = [1, 4, 5]
y = [2, 4, 6]",0,1,20
5265,Operator,Write a Python program to convert a given list to a dictionary with each item as a key-value pair.,"list = [(""a"", 1), (""b"", 2), (""c"", 3), (""d"", 4)]

d = ___(list)

print(d)
# Output: {'a': 1, 'b': 2, 'c': 3, 'd': 4}","list = [(""a"", 1), (""b"", 2), (""c"", 3), (""d"", 4)]",dict,1,20
5311,Operator,Create a web-scraping script with Python to extract information from a website with 20 thousand pages.,"import requests
import bs4

url = 'https://example.com'

while True:
 response = ___.get(url)
 soup = bs4.BeautifulSoup(response.text, 'html.parser')

 # Extract information here

 next_page_url = soup.find('a', {'class': 'next-page'})
 if next_page_url:
 url = next_page_url['href']
 else:
 break",Example website: https://example.com,requests,1,20
5319,Operator,Create a code snippet in Python to find the missing number in an array of length n-1 when all numbers from 1 to n are present.,"def missing_number(nums): 
     
    full_list = ___(range(1,len(nums)+1))
    return (set(full_list) - set(nums)).pop()

nums = [7, 5, 6, 4, 2]
result = missing_number(nums) 
print('Missing number is', result)","[7, 5, 6, 4, 2]",list,1,20
5420,Operator,"Edit the following Python code to implement case-insensitivity and replace ""word"" with a user-defined variable.","word = ___('Enter word: ')

if word.lower() == 'super':
 print('Object found')","word = 'SUPER'

if word == 'super' or word == 'SUPER':
 print('Object found')",input,1,20
5429,Operator,Set up conditions for a for-loop for iterating over a dictionary in Python.,"keys = ___.keys()
for i in keys:
    value = dict[i]
    print(i, "":"", value)","dict = {""Apple"": 10, ""Orange"": 20, ""Banana"": 30}",dict,1,20
5471,Operator,Write a Python program to sort a given list in ascending order without using built-in functions.,"def sort_list(lst):
    for i in range(0, len(lst)):
        for j in range(i+1, len(lst)):
            if lst[i] > ___[j]:
                lst[i], lst[j] = lst[j], lst[i]
    
    return lst

print(sort_list([3, 7, 4, 1, 9])) # prints [1, 3, 4, 7, 9]","[3, 7, 4, 1, 9]",lst,1,20
5593,Operator,Generate a Python function that takes two matrices (2-dimensional lists) as inputs and returns the result of matrix multiplication.,"def multiply_matrix(A,B):
result = [[0,0], [0,0]]
for i in range(len(A)):
 for j in range(len(B[0])):
 for k in range(len(B)):
 result[i][j] += ___[i][k] * B[k][j]
return result

# example
A = [[1, 2], [3, 4]]
B = [[5, 6], [7, 8]]
print(multiply_matrix(A, B)) 
# [[19, 22], [43, 50]]","A = [[1, 2], [3, 4]] 
B = [[5, 6], [7, 8]]",A,1,20
5632,Operator,Construct a correct python program to evaluate the expression y = (1/x) + x^2.,"x = ___

def evaluate_expression(x):
    y = (1 / x) + (x ** 2)
    return y",x = 5,5,1,20
5637,Operator,Write a Python program to generate a random string of length n from a set of characters consisting of lowercase (a-z) and uppercase (A-Z).,"import string
import random

length = ___
chars = string.ascii_letters

random_string = ''.join(random.choice(chars) for x in range(length))

print(random_string)",n = 7,7,1,20
